identifiant;nom_etablissement;annee_rejet;rejet_raccorde_m3_par_an;rejet_isole_m3_par_an
0005502084;DELIFRANCE SA;2021;17042;
0005302209;SOCIETE FROMAGERE DE DOMFRONT;2021;;946701
0006600562;OWENS-CORNING FIBERGLAS;2021;;202321
0006201864;JOHNSON CONTROLS SARREGUEMINES SAS;2021;26972;
0051401146;SAS FRIAL;2021;116320;
0006301612;SDPS;2021;;10800
0010001581;SHISEIDO;2021;16697;
0005204029;SAMIN SA;2021;;0
0009071201;STEP - BENECHOU;2021;6446833;
0005800387;CIE FRANCAISE ECO HUILE;2021;;111526
0005701557;COMPAGNIE CHAMPENOISE PH-CH.PIPER HEIDSIECK-ANCIENNE MAISON HEIDSIECK FONDEE EN 1785;2021;8070;
0005401263;DIM;2021;27528;
0007203658;NAVAL Group (ex DCNS-Equipements navals);2021;157309;
0006200939;LACTO SERUM FRANCE;2021;;1281243
0007201462;SAFRAN Electrical & power - Ex Zodiac;2021;409;
0005100497;LES FROMAGERS DE THIERACHE;2021;460847;
0007000100;BRIQUETERIES DU NORD SA.;2021;;100000
0005902723;GEMDOUBS (ex PAPETERIE DU DOUBS ex OTOR);2021;;304159
0007001358;BEURON Vadet (SARL);2021;1332;
0007004376;DAUNAT NORD (ex DANIEL DESSAINT TRAITEUR;2021;45997;
0006200679;CSME;2021;8853;1002453
0005401914;SMURFIT KAPPA  PARNALLAND;2021;562;
0006404189;Centre Hospitalier Henry Duffaut;2021;11188;
0007005848;SYMEVAD;2021;31189;
0006103421;INDUSTEEL FRANCE;2021;217;3525
0006700570;RAVAGO Building Solutions France;2021;0;101193
0005516926;RENNES METROPOLE;2021;176201;
0005100998;CHANEL PARFUMS BEAUTE;2021;11450;
0058700070;LIMOVIN SAS;2021;20571;
0005900162;PAPETERIE ZUBER RIEDER;2021;0;523550
0006104105;MONTABERT;2021;5000;
0010001801;VALCANTE - Nouvelle UIOM;2021;0;
0005900792;SYDOM;2021;5629;135132
0006104971;UNIFRAX FRANCE;2021;19871;
0006521123;FULCHIRON Le Chesnay;2021;;20906
0005300405;DEPOTS DE PETROLE COTIERS;2021;;25350
0005501523;SABENA TECHNICS DNR;2021;;4825
0005901096;SILAC SNC;2021;;14420
0005500062;SOCOPA VIANDES;2021;75873;
0006102944;SIEGL;2021;;72394
0006405545;SCA TERRES D'AVIGNON;2021;2165;
0006102955;HYPERION SAS ex SANDVIK;2021;7416;
0010002231;SOCIETE JACOBI CARBONS FRANCE;2021;;6561
0006000449;EUROCUP;2021;;377
0050100189;INCINERIS (ex COMPAGNIE DES VETERINAIRES;2021;66;
0016300261;CENTRE HOSPITALIER UNIVERSITAIRE;2021;145978;
0006409692;EAST BALT AIX;2021;6969;0
0010000980;CIRETEC;2021;5344;7288
0006520041;INCINERIS - ESTHIMA;2021;55;
0005106524;SITA OISE;2021;0;
0057900178;SOCOPA VIANDES;2021;;0
0006700724;CHALEUR HAUTEPIERRE;2021;2000;
0006300961;GEVELOT EXTRUSION;2021;922;22482
0006600403;COMPAGNIE des SALINS DU MIDI;2021;;15000000
0005200028;EURENCO SA;2021;0;292611
0055900764;AQUANORD ICHTUS;2021;;407445120
0009000041;BA 702 Avord;2021;0;
0006802150;ANDROS Snc - Site de Biars;2021;;540853
0005207519;BIOENERGIE DU SUD OUEST;2021;44760;
0005800310;NORVAL;2021;;4772
0006301297;PAULSTRA SNC;2021;14254;13485
0010001289;LES CRUDETTES;2021;63701;233362
0007000743;DASSAULT AVIATION;2021;761;
0007002451;SAINT GOBAIN SEKURIT FRANCE;2021;2054;
0006103657;SNCF - TECHNICENTRE INDUSTRIEL D'OULLINS;2021;1299;
0005701446;GOYARD JEAN DISTILLERIE;2021;251;
0005201464;SITCOM côte sud des Landes;2021;1460;
0010001569;SERVIER Laboratoires Industrie;2021;0;80132
0006503268;RENAULT FLINS;2021;;900170
0053500288;BROCELIANDE - ALH;2021;34353;
0009075701;HAGANIS -STEP METZ;2021;;25540070
0006803120;VAL DE GASCOGNE  SCA;2021;6750;
0006700794;WIENERBERGER;2021;73910;
0006803629;SAS EDILIANS;2021;;0
0010000743;SMLF;2021;11146;
0006700264;HOLCIM BETON GRANULAT HAUT RHIN- HBGHR;2021;;1077703
0007000938;TEREOS FRANCE;2021;;132844
0005800458;CALISTE MARQUIS;2021;;833
0005600137;LAFA COLLECTIVITES;2021;3300;
0005202241;ATEMAX FRANCE;2021;;88802
0005101267;B.R.I. ex YVES SAINT LAURENT;2021;9999;
0006512640;GSM;2021;0;0
0054201183;DESPIERRES S.A.S;2021;4600;
0005102581;ROQUETTE  FRERES;2021;;708509
0006002919;DECHETTERIE (Limoges ZI Sud);2021;4678;
0006201051;MANOIR INDUSTRIES;2021;;99684
0006400328;FIRMENICH GRASSE S.A.;2021;0;0
0006304213;ATM PETFOOD;2021;;0
0009073801;Station d'épuration;2021;;6018774
0010011933;INNOLATION SAS;2021;7683;
0006201002;ARS INDUSTRIES SAS;2021;;1313
0006506682;ECOPUR;2021;28343;0
0007001099;JOKEY FRANCE;2021;7218;
0006800581;CEMEX GRANULATS SUD OUEST;2021;0;0
0053800504;MARTINET SAS;2021;115935;
0055301256;VOLAILLES REMI RAMON (LES);2021;;113156
0006502601;MAGIC RAMBO (ou SNC THIMEAU) (ELIS);2021;58865;
0006103844;RENAULT TRUCKS SAS;2021;317252;
0007000762;PPG FRANCE MANUFACTURING;2021;;45906
0005101029;TEREOS FRANCE;2021;;769837
0010006043;SONOPOL;2021;0;2814
0006301119;QUALIPAC ALUMINIUM;2021;;19418
0006700469;CONSTELLIUM NEUF BRISACH;2021;;15236715
0006900080;SARP CARAIBE;2021;;180
0005105811;Galloo France division Hirson;2021;;8463
0005701782;ARCELOR MITTAL Tubular products Vitry;2021;97;0
0005100749;ZEHNDER GROUP;2021;2910;0
0006601281;SAIPOL;2021;0;113537
0006103167;LELY EVAC'ORDURES;2021;;44209
0010000846;ITM LAI  BASE ST HILAIRE;2021;;2800
0005500104;COOPERATIVE LE GOUESSANT (ZI);2021;36498;
0007100070;SUEZ RV REUNION;2021;2752;60822
0006301336;COLORALU SA;2021;631;10709
0006508983;ECOPUR (ex SMF MIGNON et FILS);2021;15640;
0006101463;LAFARGEHOLCIM ex LAFARGE GRANULATS;2021;0;0
0006103116;PIOLAT ROTARY;2021;6;
0010010012;GSM  Secteur centre;2021;0;0
0007000672;RUBIS TERMINAL DUNKERQUE UNICAN;2021;14471;
0005300738;QOVANS INDUSTRIE;2021;110;444
0005201939;BIOLANDES TECHNOLOGIES SAS;2021;;55273
0005207117;AIR LIQUIDE Hydrogène;2021;232;
0006511124;APERAM ALLOYS RESCAL SA;2021;7751;
0010800207;DECORAL S.A.;2021;9101;
0006103616;TOTAL ADDITIFS ET CARBURANTS SPECIAUX;2021;;9132
0050100923;MARIE;2021;21207;
0006802149;Peintures SOB Sas;2021;19;
0006700164;DYCKERHOFF Gravières et Sablières Seltz;2021;;2086392
0005206599;SOCAT SAS;2021;21522;
0053100317;ABATTOIR LES FERMIERS OCCITANS REVEL;2021;12287;
0054200358;VALENTIN TRAITEUR;2021;19011;
0007003454;PETIT PIERRE (Ex Delpierre) SA;2021;58533;
0005214140;Imerys Céramics France;2021;;0
0007100088;Brasseries de Bourbon;2021;125736;
0010600172;ELIS R.A. EX CWS FRANCE;2021;25951;
0009076301;STEU - CLERMONT-FERRAND;2021;;19981100
0007000705;SCORI;2021;;13083
0005209360;KAHLYGE (Ex-RLD1 SARL);2021;26807;
0010001118;ORANGINA SUNTORY FRANCE PROD;2021;;274264
0005402390;ACYCLEA;2021;452;2027
0006802312;VALEO VISION;2021;;5529
0007201438;FENWICK LINDE OPERATIONS;2021;197;0
0005103728;SOCOPIC-Sté Cogénér.Picardie (ex.Dalkia);2021;0;
0006305094;SAINT GOBAIN ISOVER;2021;1437;0
0006302327;BISCUITS SAINT GEORGES;2021;5204;
0006112329;SK Functional Polymer;2021;;37222
0006201477;CEDILOR;2021;;154534
0057903021;EURIAL;2021;;0
0005403185;Vallourec Bearing Tubes (ex. VALTI SAS);2021;3710;0
0005600328;MFP MICHELIN - Site de Cataroux;2021;128044;7500
0005702770;PARCHIMY;2021;9284;
0006105224;PRAYON;2021;;887310
0006802175;PRAXAIR PHP SAS;2021;;105686
0006200037;SOVAB;2021;;122278
0007000958;ARCELORMITTAL ATLANTIQUE et LORRAINE;2021;;38650
0005601337;ENTREMONT ALLIANCE;2021;;133307
0006301264;FLEURY MICHON LS;2021;44412;
0006301117;ARCELORMITTAL FRANCE;2021;;335289
0050100715;RONSARD  BRESSE;2021;;24847
0007005386;G. VERBRUGGE & FILS;2021;862;
0006104612;DELPHARM EX BAYER SANTE FAMILIALE S.A.S.;2021;12179;
0006406604;SCA DES COTEAUX;2021;450;
0005503390;LE ROUX (SA) - Pouldergat;2021;;244629
0005800392;DANONE PRODUITS FRAIS FRANCE;2021;;772981
0005102885;CEMEX Granulats;2021;;318193
0006506552;SANOFI CHIMIE;2021;1189142;2282593
0009069917;EDF - Site de Creys-Malville;2021;;2552170
0054200646;NATRA ZAHOR FRANCE;2021;5040;
0007003365;VERQUIN CONFISEUR;2021;8200;
0054200988;ATELIER FOREZIEN DU FRAIS (ex DespiVian);2021;37590;
0006303152;ARRIVE;2021;;117571
0006700103;BALLASTIERES WERNY;2021;0;
0005401368;PLASTIPACK PACKAGING FRANCE;2021;87301;
0006302853;RPC BEAUTE MAROLLES;2021;;33766
0006802181;Aubert et Duval usine de Pamiers;2021;;649725
0009000343;GSBdD BSL - BN Mesdoun;2021;4143;
0007001146;UNITED PETFOOD FRANCE ex CONT. NUTRITION;2021;;13129
0006301147;BUISARD S.A.;2021;6654;
0006701598;KNAUF INDUSTRIES Est Rhinau;2021;10184;
0006306781;SMURFIT KAPPA PAPCART;2021;816;0
0006301837;CARENE ISDND;2021;;7487
0006103787;TEINTURERIES DE LA TURDINE-BLD TURDINE;2021;42103;
0007000442;SAINT GOBAIN GLASS FRANCE;2021;70310;
0054200370;AOSTE SNC;2021;;71664
0007001050;CENTRE HOSPITALIER DE VALENCIENNES;2021;216322;
0006200514;MERSEN (ex CLEG);2021;;108278
0006506294;PMC ISOCHEM;2021;7873;
0005106614;KOGEBAN;2021;490342;
0006503523;CNIM THIVERVAL GRIGNON;2021;1757;
0016300069;SAPEC 1;2021;8780;
0006401314;CARRIERE LAFARGE GRANULATS FRANCE mallem;2021;0;0
0006102564;BOIRON FAUGIER G.I.E;2021;99618;
0006301416;CANDIA;2021;204858;
0054400117;GALLIANCE LE BIGNON;2021;;64153
0005701622;MUMM -CH MARS;2021;8433;
0006505086;VERMILLON REP;2021;;220
0009079302;SIAAP Marne Aval - Station d'épuration;2021;0;22152513
0007000215;STINKAL (SAS);2021;;673981
0005516626;SNCD (Sté Nouvelle de Collecte de Déchet;2021;;4004
0005301860;ETS NEW MAISONNEUVE KEG;2021;;8446
0006101980;FERROPEM;2021;;1776840
0006102810;COPAL;2021;18842;0
0006503183;SUEZ RV Energie - AZALYS;2021;6077;
0006200980;LES BRONZES D'INDUSTRIE;2021;6098;
0009073001;STEP - Le Grau-du-Roi;2021;2477597;
0007004923;MOWI Boulogne SAS-(ex Marine Harvest);2021;112782;
0005600652;GRANULATS VICAT;2021;;20000
0006104785;BECTON DICKINSON;2021;31566;80314
0009073302;STEP - Clos de Hilde (Bégles);2021;;30186169
0010001563;EURIAL ULTRA FRAIS (ex SENAGRAL);2021;198264;18253
0018100044;FULCHIRON INDUSTRIELLE;2021;;5000
0005100203;EUROKERA (SNC);2021;26732;
0007204397;KNAUF INDUSTRIES OUEST;2021;;13045
0057201663;LDC;2021;326766;
0028400079;CHATEAU BLANC;2021;3288;
0010000953;CHAMBON (générale eaux minérales nature);2021;;232088
0006802412;SETMI;2021;2294;63540
0007404300;SYCTOM;2021;64277;79135672
0006201080;EURIAL ULTRA FRAIS;2021;2945;256290
0050100695;SCEA DES PISCICULTURES PETIT (ICPE);2021;;6870
0006302265;TOQUE ANGEVINE (LA);2021;;61785
0007001286;AKEBONO ARRAS SA;2021;2870;
0006400825;ARKEMA France;2021;;1558178
0053501619;NOVANDIE;2021;0;0
0005518021;LORIENT AGGLOMERATION;2021;;17598
0006104350;AGRATI FRANCE;2021;;15702
0006519805;SEALANTS BEZONS 2 (ex JOINT FRANCAIS);2021;;1800
0005206327;Valor Béarn - SMTD (Précilhon);2021;;23600
0007001140;BOULONNAIS (Comm. d'Agglo)-(ex SYNDIVAL);2021;;257808
0054200493;BROCELIANDE-AHL;2021;7819;
0055301446;SOCIETE NOUVELLE DE VOLAILLE;2021;183231;
0005401465;FRUEHAUF SAS;2021;846;
0005900950;ELECTROLYSE ABBAYE ACEY;2021;;28092
0006401033;Air Liquide France Industrie;2021;;123146
0006102079;CHIMICOLOR;2021;;3132
0005800552;GLAXOSMITHKLINE;2021;46000;
0016400376;MEWA SARL;2021;88275;
0046900015;DELPHARM BIOTECH;2021;160;
0007202566;S.E.C.O.;2021;4493;
0005800523;NESTLE France;2021;0;531147
0006700403;ROSSMANN Sainte-Croix-aux-Mines;2021;;14138
0005204189;CEMEX Granulats Sud-Ouest S.A.S.;2021;;0
0005206235;GIE CHANTEMERLE;2021;;24505
0005104368;MONDELEZ FRANCE BISCUITS PRODUCTION;2021;5775;45142
0010000033;MFP MICHELIN;2021;23697;61756
0005501217;NESTLE PURINA PETCARE FRANCE (SAS);2021;33380;
0005512709;GROUPE YVES ROCHER (Rieux);2021;;22613
0006300977;GALVANOPLASTIE;2021;3421;
0005200249;FORESA FRANCE SAS;2021;;76146
0006305491;PORNIC AGGLO PAYS DE RETZ;2021;;7097
0010700012;ROUTIN 1883;2021;53836;
0006303467;NWL France Production;2021;5012;
0005401249;AIR LIQUIDE FRANCE INDUSTRIES;2021;68;0
0005302798;SOLAIPA SNC;2021;;348220
0007101622;ECOLYS;2021;460;
0007000551;TANK SERVICE;2021;21626;
0005600372;CONSTELLIUM ISSOIRE;2021;24282;783243
0005301060;COOPERATIVE ISIGNY SAINTE MERE;2021;955534;
0006600923;CAMERON;2021;3775;
0006202161;MGE TRANSPORTS ET AUXILIAIRES;2021;;3476
0006303901;TRIVALIS;2021;;7935
0055301033;SOCOPA VIANDES;2021;;396000
0010800258;GGB FRANCE EURL;2021;1498;
0055603856;GALLIANCE ELABORES  LVC;2021;189320;
0005603116;SAS ULMANN HINDERCHIED;2021;0;
0006400402;SAINT-GOBAIN ISOVER;2021;286;232731
0006103601;MALERBA n° 1/ 4;2021;1886;
0010000663;PAPETERIES PALM SA_SEYFERT;2021;34446;1323407
0006301726;SERIPHARM;2021;29;
0007006490;SOCIETE INDUSTRIELLE DE CHAUFFAGE (SIC);2021;3011;
0006700055;EST GRANULATS;2021;;1500000
0005401253;MICHELIN;2021;;257593
0007206026;LOCATEX;2021;38475;0
0009000115;1° RHC;2021;;163897
0005802920;SOLVALOR SEINE;2021;;15914
0010400553;COVIDIEN MANUFACTURING GRENOBLE;2021;10734;
0005601306;ARRIVE AUVERGNE;2021;;122075
0007402281;SNC COGE VITRY;2021;316942;
0007002401;COVALYS ex-VALNOR (CVE ANTARES);2021;0;
0005701186;FAURECIA AUTOMOTIVE INDUSTRIE;2021;;829
0006700050;LES GRAVIERES RHENANES;2021;;0
0025000023;VALEST;2021;0;12592
0006105225;ADISSEO FRANCE SAS;2021;;11249650
0007403786;R.A.T.P. - LIGNE 4;2021;1350;
0005100395;CEREAL PARTNERS Frances;2021;;118760
0022200077;SABLIM Coulée Rivière Blanche Sud;2021;;10000
0005901637;PERNOT S.E.T. (Champdivers);2021;;76977
0006400408;MARONCELLI;2021;0;65230
0006301415;MONDELEZ International;2021;;71505
0005800627;IKOS ENVIRONNEMENT;2021;0;19089
0005201687;GASCOGNE SACS;2021;0;0
0007201450;PLACOPLATRE (PLACO SAINT-GOBAIN);2021;0;0
0006404176;CHANTIER NAVAL DE MARSEILLE (formes 8-9);2021;;6363576
0009078302;STATION D'EPURATION AMPHITRIA CAP SICIE;2021;;19285565
0007000559;Fromagerie LE CENTURION;2021;3950;
0006401641;HARIBO RICQLES ZAN;2021;912;
0058700595;ABATTOIR DE LIMOGES;2021;82260;
0007000656;TEREOS Sucrerie de Boiry;2021;;0
0005502474;LE ROUX (SA) (ESQUIBIEN);2021;;1466
0007000499;PPG;2021;3409;
0052900432;SOCOPA VIANDES;2021;;310850
0007000783;OUTINORD;2021;0;50728
0007100060;COMPAGNIE LAITIERE DES MASCAREIGNES;2021;293923;0
0005701290;FERRY CAPITAIN;2021;7761;49147
0010009012;MOREAU SAS;2021;0;0
0006700051;G. S. M.;2021;;877690
0010300163;AUTAJON SP;2021;15592;
0006104720;NTN SNR Roulements;2021;1710;
0010000889;BRABANT CHIMIE;2021;;2826
0006802617;SOGEFI FILTRATION FRANCE;2021;;4749
0003203002;EXAL;2021;;1258
0005104152;SAICA PACK (ex RCO DOULLENS);2021;3976;
0005100240;ANETT (ex HYRIS);2021;;29321
0007004153;LE PETIT CUISINIER;2021;28284;
0005601349;CANDIA Gerzat;2021;334056;
0005207666;NANNI INDUSTRIES SAS;2021;3713;0
0006501198;ROT;2021;1403;
0006802171;Smdea (ex-Aslhvt);2021;;1303148
0006103381;INDUSTEEL FRANCE;2021;6000;31250
0006803381;SABLIERES MALET;2021;0;0
0010300046;DELIFRANCE;2021;42630;
0007000466;MALTERIES FRANCO BELGES (Prouvy);2021;;196082
0006400463;AZUR DISTILLATION;2021;0;
0006506824;CHANTOVENT;2021;11778;
0005514248;NAVAL GROUPE (ex DCNS);2021;54606;
0006200617;BLG (ex ACTIS);2021;0;2070
0007000987;VENATOR Pigments France;2021;;192953
0005200010;POLYREY S.A.S. (usine);2021;;286841
0050100066;FROMAGERIE GUILLOTEAU;2021;109956;
0009077401;STEP - CRAN-GEVRIER (Siloé);2021;;15977877
0006505345;NOVERGIE Ile-de-France CVE d'argenteuil;2021;28542;
0005202598;S.A.S. FROMAGERIE DES CHAUMES;2021;;334297
0005804133;ESTENER;2021;87994;4983
0005400022;EQIOM;2021;;380363
0005800298;RUBIS TERMINAL Amont;2021;14012;
0005102297;EVONIK REXIM ham;2021;;587436
0009077601;STEP EDELWEISS - LE HAVRE (code SANDRE 037635102000 - nouvelle station);2021;;27603894
0009076904;Station d'épuration à Feyssine;2021;;12065654
0006700696;GUNTHER TOOLS;2021;6134;
0056400478;LABEYRIE SAS;2021;;106453
0006102269;SPEICHIM PROCESSING S.A.;2021;8661;
0007407393;Blanchisserie Teinturerie WARTNER;2021;13771;
0005800409;RENAULT S.N.C.;2021;;310407
0006100821;SCB;2021;0;
0006301423;LACTALIS NESTLE ULTRA-FRAIS MARQUES SA;2021;;267905
0005800597;SAFRAN NACELLES;2021;;188570
0010000577;INTERNATIONAL COOKWARE;2021;14642;258795
0005106698;SARP NORD;2021;3420;
0006702037;WRIGLEY FRANCE S.N.C.;2021;;2791136
0007000991;HERTA;2021;421839;
0055602062;BERNARD SA;2021;369959;
0006201117;CONTINENTAL FRANCE SNC;2021;165583;203687
0050100424;EUROSERUM;2021;;80484
0006400957;FLUXEL SAS;2021;10474;
0005205150;Les Docks Pétroliers d'Ambès (DPA);2021;;154496
0006508485;BIMBO QSR;2021;20218;
0005201250;ROXEL FRANCE;2021;;455082
0052901266;COMPAGNIE LAMPAULAISE DE SALAISON;2021;102974;
0010000035;PAULSTRA HUTCHINSON SNC;2021;4432;
0005900536;ARMSTRONG BUILDING PRODUCTS S.A.;2021;67635;
0009076601;STEP - Argelès sur Mer;2021;2068908;
0006401076;Air Liquide France Industrie;2021;0;153601
0005800429;AHLSTROM SPECIALITIES;2021;;350641
0006401644;ALFI (Air Liquide Farance Industrie);2021;2613;
0005805710;COLLET SAS;2021;;67765
0052900831;COMPAGNIE LAMPAULAISE DE SALAISON;2021;38459;
0007001142;FINDUS France (SA);2021;40924;
0006806474;COFELY;2021;13037;
0005800355;ARKEMA;2021;1059;429614
0006803634;RAYNAL ET ROQUELAURE;2021;108909;
0006702749;SMICTOM d'Alsace Centrale;2021;5953;
0006102957;COMPAGNIE DE CHAUFFAGE CCIAG;2021;26194;
0006104624;SIVOM DE LA REGION DE CLUSES;2021;2701;
0005701128;PSA AUTOMOBILES SA;2021;0;59517
0006105089;MODERTECH INDUSTRIES;2021;2791;
0010000653;CHEMINEAU LABORATOIRES;2021;24750;1
0009076701;Station d'épuration de Meistratzheim;2021;;4011622
0006301454;KUHN - HUARD n°1;2021;463;
0006402259;SERAMM Usine des boues;2021;2804634;
0007001030;SICAL;2021;;286315
0005201026;SMICOTOM;2021;;19538
0054200015;BISCOTTE PASQUIER;2021;2514;
0016600019;SUEZ EAU FRANCE SAS;2021;1152;
0010600487;COURLY STEP DE LA FEYSSINE;2021;12065654;
0006601466;SICA SA Vignerons Catalans;2021;;12823
0009079401;Usine d'épuration Seine amont;2021;;198889256
0005300335;LISI MEDICAL ORTHOPAEDICS;2021;17936;
0007000825;GRAFTECH FRANCE SNC;2021;;110251
0006103907;BRUN;2021;16864;
0006000439;CARTONNERIE JEAN;2021;;58294
0007202771;SOCOMETA;2021;387;
0006101989;KEM ONE;2021;0;882745
0007402239;SECAN;2021;2633;
0006202492;MAILLE VERTE DES VOSGES;2021;46976;
0006806388;Syndicat Mixte Trifyl;2021;20777;
0006504594;DARBONNE;2021;;219640
0010000802;ANTARTIC;2021;;357455
0006301550;VENDEE ELECTROLYSE;2021;;493
0005303020;Com Agglo du Cotentin;2021;4178878;
0006502173;STEN;2021;4282;
0006501956;SAFRAN AIRCRAFT ENGINES;2021;0;426203
0005801247;PHARMASYNTHESE SA;2021;2633;
0005302264;LISI AUTOMOTIVE NOMEL;2021;;26222
0006409429;FRULACT FRANCE;2021;35882;
0006503800;MAJ;2021;75827;
0005503320;COOPERL ARC ATLANTIC;2021;34196;
0053600436;LAITERIE DE VARENNES (SA);2021;;378408
0006102270;UNILEVER FRANCE HPC INDUSTRIES;2021;4753;
0006702202;TFL France SAS;2021;14296;
0007211285;IMERYS REFRACTORY MINERALS CLERAC;2021;;83200
0006703165;JUNGBUNZLAUER (JBL);2021;1134248;
0005800439;CHEVRON ORONITE SAS;2021;;706134
0006506444;SNCF TECHNICENTRE LE LANDY;2021;173944;
0006200381;TRIVIUM METAL PACKAGING France SAS;2021;14148;
0007000744;DANONE PRODUITS FRAIS FRANCE;2021;;414400
0006802544;BASF HEALTH AND CARE PRODUCTS FRANCE;2021;;402279
0005800354;TOTALEnergies Lubrifiants;2021;;43932
0006207526;FROMAGERIE HENRI HUTIN;2021;;387048
0006400455;APTUNION;2021;;314956
0006802640;Sage Automotive Interiors Fr;2021;22681;
0006700536;SENERVAL UIOM;2021;238972;
0006600563;FERROPEM;2021;0;50
0009072601;Usine de dépollution de Romans sur Isère;2021;;4666237
0054402408;C.M.G.E.;2021;196063;
0006401292;GMDF SAS;2021;;13212
0005902155;VON ROLL FRANCE;2021;8009;
0005700795;EDILIANS;2021;;8826
0006500137;SIBELCO France;2021;0;
0007001080;AXTER;2021;;165769
0007000678;TOTAL Raffinage France  APF;2021;;55776
0009074501;STEP - LA CHAPELLE-SAINT-MESMIN;2021;13691434;13691434
0005901928;GE THERMAL MANUFACTURING(exALSTOM POWER);2021;65851;0
0006400884;JEAN LEFEBVRE MEDITERRANEE SA;2021;;0
0006115041;MAJ;2021;51020;
0005208478;SITCOM Côte Sud des Landes;2021;27661;
0006402197;BLANCHISSERIE SANTALYS;2021;19878;
0007002479;IGA (Grupo Antolin);2021;8240;
0006103973;TOTAL RAFFINAGE France;2021;;2555541
0005211416;TORAY CARBON FIBERS EUROPE SA;2021;135784;
0055602952;LORCO;2021;0;131876
0005200074;BERKEM SAS;2021;;31445
0006600638;MAJ - ELIS PROVENCE;2021;54084;
0005201764;CHEMVIRON;2021;;449008
0005801870;GROUPE HOSPITALIER DU HAVRE;2021;87164;
0006803836;EDILIANS (ex imerys Tuilerie Leguevin);2021;0;0
0007201539;SOCIETE FROMAGERIES LESCURE;2021;;212637
0006411677;SA ARNOUX & Fils;2021;2340;
0007001320;AUCHAN Petite Forêt Hypermarché;2021;11333;
0006203939;L'ANHYDRITE LORRAINE;2021;;246500
0003012722;Sablières de la Meurthe (instal  trait);2021;;423825
0006208313;TOUL POWER SAS;2021;0;50894
0006302487;BRIOCHE PASQUIER CERQUEUX;2021;12662;
0007000532;FERRO Performance Pigments France;2021;;6756
0006803711;Smectom du Plantaurel;2021;5088;3500
0005701322;BONGRAIN GERARD (usine);2021;;304031
0005702103;PETIT BATEAU;2021;79575;
0005601475;WAVIN SAS;2021;;723264
0010000220;SEALED AIR  SAS;2021;85538;
0005301223;ANETT 2;2021;;19426
0003800080;REFRESCO FRANCE;2021;;245877
0007001279;ENGIE Thermique France - Centrale DK6;2021;;132418
0006110142;KEOLIS LYON (ALSACE);2021;1242;
0005202274;RAYNAL ET ROQUELAURE;2021;;34559
0056900367;SOCIETE NOUVELLE GAST;2021;6577;
0006700522;BIMA 83;2021;17418;
0009077101;UDEP du SITEAM (MACON);2021;5254318;
0006701831;CATALENT FRANCE BEINHEIM SA;2021;55037;
0006400839;SANOFI CHIMIE;2021;;86244
0007000890;SALAISONS DU DOUESY;2021;17050;
0006900447;AVIO GUYANE;2021;;515
0054000927;PLUM'EXPORT;2021;5401;
0005101910;VALEO EMBRAYAGES;2021;2635;
0007004361;OCTEVA  SAS Centre de valorisation Organique;2021;13650;
0006002119;SOCIETE NOUVELLE MEGISSERIE COLOMBIER;2021;5938;
0006002903;Juliette DOITEAU;2021;2467;
0006600276;DISTILLERIE LA CAVALE;2021;13075;
0005401300;ATELIERS DE JOIGNY;2021;;1173
0006205027;GLACES THIRIET SAS;2021;;52225
0007003157;BOULOGNE SEA FOOD exDELMAS POISSONS...;2021;19390;0
0007000438;DILLINGER (ex GTS INDUSTRIES);2021;;154037
0006700795;SITEK INSULATION S.A.S.;2021;0;0
0006700586;LESAFFRE CULINARY STRG (anct SENSIENT);2021;178968;17200
0005200351;SIMOREP & CIE- CS MICHELIN;2021;;1419997
0006202541;VISKASE;2021;0;799941
0010600290;METALDYNE;2021;4097;
0010400024;ARJOBEX;2021;;4891
0005900921;TSM;2021;620;
0006702080;CAPSUGEL;2021;91124;0
0005702999;SAIPOL;2021;;30689
0006802637;POULT BISCUITS SAS;2021;;19088
0005701278;HACHETTE ET DRIOUT (Aciéries);2021;14127;
0055100052;LES ELEVEURS DE LA CHAMPAGNE;2021;;99823
0005204674;DRAGAGES PONT DE LESCAR S.A.S;2021;0;0
0005601317;SOCIETE FROMAGERE DE RIOM;2021;;197626
0006503267;SUEZ EAU FRANCE flins;2021;21868;
0006700118;SOCIETE CARRIERES DE L'EST;2021;0;285597
0057201666;SASU MARIE;2021;107228;
0005201642;Usine DRT Vielle-Saint-Girons;2021;;797104
0005501580;CDL SAS;2021;0;0
0025000003;RESOCLEAN 71;2021;6651;
0005401956;SNS Industrie;2021;1556;
0057600547;ALLIANCE ELABORES;2021;3000;51384
0007002325;GLAXOSMITHKLINE;2021;34490;104051
0006301217;EDF SA;2021;;653129856
0006401052;ARCELORMITTAL Méditerranée;2021;;8753652
0055602830;KERANNA PRODUCTIONS;2021;65180;
0010004362;SUEZ RV CENTRE OUEST;2021;696;
0005302603;SEQENS;2021;;133282
0006400533;ETEX France (ex SINIAT) Carpentras;2021;;0
0010300056;HYDROCHEM;2021;335;
0006802344;AIRBUS OPERATIONS SAS site Clément Ader;2021;;4454
0007006108;MENISSEZ PREMIUM (ex Groupe MENISSEZ);2021;;79105
0005401096;CONSTELLIUM EXTRUSION (exALCAN PECHINEY);2021;7462;23185
0006410537;TRANSFIX  SA;2021;1823;
0006301288;FROMAGERIES PERREAULT;2021;;143294
0005600120;ROBERT BOSCH FRANCE SAS;2021;4420;
