identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0057201034;LDC;2020;141327;0;151645;0
0005302864;MONT BLANC SAS;2020;418715;;;
0005701489;FORBO SARLINO;2020;8608;;2046;
0006400508;PROVENCE IQF SAS;2020;107486;0;361;
0025100025;COMAP PLASTIC INDUSTRIES;2020;199617;0;1193;
0005701322;BONGRAIN GERARD (usine);2020;129661;182445;7496;0
0009069940;EDF - CNPE de FESSENHEIM;2020;82936;1045713150;0;0
0006600432;SANOFI-CHIMIE;2020;612928;0;12101;0
0010005542;LES LAVANDIERES (ELIS TOURAINE);2020;21417;;160;
0006103988;TDS 73;2020;57295;;;
0052903410;EARL PHILIPPE HASCOET;2020;9900;0;0;0
0057903131;SAS LOEUL ET PIRIOT;2020;0;0;72520;0
0006802175;PRAXAIR PHP SAS;2020;0;90227;0;0
0006102269;SPEICHIM PROCESSING S.A.;2020;;;61829;
0010000712;OUDIN Cartonnerie;2020;;132903;;
0006303152;ARRIVE;2020;;;135905;
0055300875;SARA;2020;36468;;30568;
0006300918;YARA FRANCE;2020;0;0;1075928;0
0052903750;SAS Jean GUEGUENIAT;2020;25478;;;
0054901190;PETIT ROSSIGNOL (GAEC DU);2020;8760;;5000;
0052904384;CONSERVERIE CHANCERELLE (usine Sardine);2020;;;103804;
0007001335;O-I FRANCE SAS (ex O-I MANUFACTURING);2020;93009;0;2926;0
0007402245;CLIMESPACE  (i738);2020;;;103204;
0007402253;SGD SA;2020;49796;;122311;
0006504341;RENAULT;2020;88706;5962;12915;
0006702151;SOJINAL;2020;151132;0;416553;0
0058100446;SCEA MAUREL;2020;11600;0;1065;0
0022200077;SABLIM Coulée Rivière Blanche Sud;2020;105438;0;1429;0
0005703492;COGESAL MIKO;2020;0;0;277290;0
0006700423;MARS Chocolat Steinbourg;2020;0;0;78298;0
0005106144;UNITHER;2020;0;0;185063;0
0006401210;LAFARGEHOLCIM GRANULATS;2020;62392;;;
0005500104;COOPERATIVE LE GOUESSANT (ZI);2020;8315;;48858;
0006505334;Société JR;2020;24830;;3085;
0007000045;ETABLISSEMENTS BOCAHUT SAS.;2020;3313184;;1950;
0007000523;EXIDE TECHNOLOGIES SAS;2020;64396;0;10856;0
0006301407;SAVONNERIE DE L'ATLANTIQUE;2020;100800;;7200;
0006803634;RAYNAL ET ROQUELAURE;2020;;;169668;
0007206418;IFF;2020;637799;;6280;
0053502544;ARMOR PROTEINES;2020;0;0;376640;0
0050100327;LAITERIE COOPERATIVE AGRICOLE ETREZ;2020;;;60900;
0005503297;SOCIETE SARZEAU CARRIERES ET MATERIAUX;2020;;93870;;
0052900577;GOADEC (GAEC DE);2020;15300;;;
0055500063;EARL Multiporcs de l'Aire;2020;10435;;;
0006400909;EURENCO S.A;2020;12094;0;0;0
0006601116;SANOFI Aventis R&D;2020;0;0;72389;0
0005519083;GAEC DES BOIS;2020;7500;;;
0005700388;CARRIERES DE L'EST;2020;23760;;;
0005100949;LEBRONZE ALLOYS (ex BRONZE INDUSTRIEL);2020;273049;0;4060;0
0005200074;BERKEM SAS;2020;41916;;1456;
0009000099;DGA Techniques aéronautiques;2020;24000;;15719;
0006401040;IMERYS Aluminates SA;2020;0;108242;7343;0
0005301290;COMPAGNIE DES FROMAGES & RICHESMONTS;2020;;;570941;
0006505946;MAJ - EX GRENELLE SERVICE - BTS-;2020;24457;;348;
0005600040;SAFRAN ELECTRONICS & DEFENSE;2020;0;58470;11504;0
0010000473;VALORYELE;2020;69546;;1029;
0005101758;EUROSERUM;2020;;168375;;
0006300877;MICHELIN;2020;;81537;109582;
0006806172;Denjean Ariège Granulats;2020;113056;;;
0007000851;LAMINES MARCHANDS EUROPEENS (LME);2020;;636629;24787;
0005601324;LES FROMAGERIES OCCITANES;2020;0;0;101074;0
0056300719;SOCIETE NOUVELLE LAITERIE DE LA MONTAGNE;2020;0;0;123000;0
0055600088;SCEA DE KERBOHEC;2020;12335;;;
0006112175;HOSPICES CIVILS DE LYON;2020;35626;;1569;
0005300633;SOCIETE FROMAGERE DE CLECY;2020;;;109878;
0018300758;Montpellier Méditerranée Métropole;2020;;109592;8055;
0005500110;LDC BRETAGNE;2020;;;133426;
0006506939;SIAAP;2020;5536796;;;
0006408755;LA PROVENCALE SA;2020;12563;;155;
0006102818;PATHEON FRANCE;2020;384818;;33244;
0006502131;A2C Granulat;2020;338631;0;0;0
0009069913;EDF - CNPE du Bugey;2020;1438;1868767100;;
0055603842;EARL LES CLOTURES;2020;12250;;;
0052201943;GAEC ELEVAGE DAMANY;2020;16000;;;
0006104157;HCL HOPITAL EDOUARD HERRIOT;2020;;;114609;
0052900474;VOLAILLES DU POHER;2020;48063;;5803;
0052204653;SCEA ELEVAGE DE LA VALLEE CAVET;2020;25550;;;
0005801422;CERDATO;2020;15791;0;14502;0
0007000621;ARC INTERNATIONAL FRANCE;2020;497323;1165153;796;0
0006401297;BRONZO;2020;32990;;;
0005801578;NIPRO PHARMAPACKAGING FRANCE;2020;37021;0;302;0
0005100190;DSP France SAS;2020;522751;1012860;21317;0
0006600008;Distillerie d'Argeliers;2020;9228;5658;;
0055601148;SOCIETE ALIMENTAIRE DE GUIDEL;2020;9844;;29233;
0005101363;ARCELORMITTAL ATLANTIQUE -  LORRAINE;2020;;176969;17628;
0010003836;KNAUF INDUSTRIES;2020;28006;;;
0055603514;SCEA MAINGUY-LE GRAND;2020;8500;;654;
0052902708;EARL FAGON;2020;10795;;;
0006503268;RENAULT FLINS;2020;3;493846;34557;0
0052901434;SARL JO MOAL;2020;8180;;;
0006601255;Languedoc Roussillon Matériaux;2020;70780;;;
0010001696;THALES LAS France SAS;2020;70852;0;0;0
0006702209;SIVOM agglo mulhousienne Sausheim - UIOM;2020;194582;;1696;
0005800543;SEALYNX INTERNATIONAL;2020;4765;302510;6719;
0056401284;SCEA CANTOU;2020;9630;;;
0010400068;EDF ENR PWT;2020;170305;;94;
0006808596;GRANULATS VICAT;2020;;20960;;
0052203196;SCEA FAIRIER;2020;15000;;;
0052202936;GAEC DES MEZERAIS;2020;8900;;;
0006406832;Initial;2020;11954;;323;
0006600562;OWENS-CORNING FIBERGLAS;2020;;371522;11724;
0006301139;BSN medical SAS;2020;;56056;1222;
0005102490;SITPA  Rosieres;2020;;;594010;
0005503270;CHARIER CM;2020;;70866;;
0006108774;CERDIA FRANCE SAS;2020;11823167;;;
0055100100;SCEA LA CERTINE;2020;45000;;;
0005702106;FRANCE TEINTURE (ex. T.D.C.);2020;;248331;;
0005701515;TEREOS FRANCE;2020;327868;;10316;
0052900449;SILL;2020;;;256010;
0007001078;SPAC;2020;0;0;59775;0
0006802617;SOGEFI FILTRATION FRANCE;2020;8986;;1789;
0005900821;FROMAGERIES BEL PRODUCTION FRANCE (FBPF);2020;0;0;90484;0
0052201268;SCEA CORMAN MARCEL;2020;10600;;;
0052902813;SCEA PICART;2020;10547;;;
0006104103;CREALIS;2020;75396;;1188;
0005401734;ELIS LES LAVANDIERES;2020;40501;;746;
0006103796;E.G.P.;2020;14784;;;
0052904150;EARL DU COSQUER;2020;14040;;;
0006802339;YEO FRAIS;2020;;1395;363114;
0005701531;TEREOS STARCH & SWEETENERS EUROPE;2020;644420;;;
0005500088;FERTIVAL SA;2020;;;57698;
0056100545;TRAITEUR DE LA TOUQUES;2020;0;0;61352;0
0051200228;LE PORC DU MAYNIE;2020;7900;;;
0007000620;VYNOVA MAZINGARBE  SAS;2020;1310168;;;
0006105222;ELKEM SILICONES FRANCE;2020;15622140;;;
0010000577;INTERNATIONAL COOKWARE;2020;68848;0;33984;0
0006107841;ETOILE DU VERCORS;2020;114571;;1682;
0052202466;SCEA ETIENNE LECLERC;2020;11000;;;
0006601578;SOLVAY Rhodia Opérations;2020;0;;75218;0
0052203437;SOCIETE AUREGAN MEGRET;2020;14232;;;
0006205178;INITIAL EUROGANT (ex INITIAL BTB);2020;;8308;;
0007001124;COCA-COLA PRODUCTION SAS;2020;0;0;668975;0
0005102153;SAINT LOUIS SUCRE;2020;112227;8248;13972;0
0009073403;STEP - MAERA;2020;;109592;8055;
0005200064;BERNARD DUMAS SAS;2020;;658377;;
0007001055;SEVELNORD;2020;191654;0;18484;0
0054100102;AFFINITY LA CHAPELLE;2020;53826;;1688;
0057900585;SCEA L'AUBERGERE;2020;13870;;;
0006302293;FROMAGERIE DE VIHIERS;2020;;;54375;
0010000305;NOVO NORDISK PRODUCTION SAS;2020;;;156195;
0052905018;GAEC BESCOND;2020;18000;;;
0006600802;SAINT MAMET SAS;2020;;;3680977;
0006700632;KRONENBOURG SUPPLY COMPANY SAS;2020;2244251;0;;
0010002253;CRISTAL UNION (SVI);2020;19030;0;4641;0
0010100172;ALLAINE SA;2020;109004;;;
0007002235;CIDEME;2020;20174;;3254;
0007000100;BRIQUETERIES DU NORD SA.;2020;;100000;;
0005601452;SOURCES du MONT DORE en AUVERGNE;2020;339870;;;
0005301810;ELVIA PRINTED CIRCUIT BOARDS;2020;;;52343;
0006700512;BUTAGAZ SAS;2020;11000;;;
0006400651;ARKEMA FRANCE SA;2020;1029267;;10463;
0006101054;DECHANOZ;2020;9800;;;
0006404176;CHANTIER NAVAL DE MARSEILLE (formes 8-9);2020;;;56000;1750000
0010004249;HUTCHINSON;2020;;230646;42149;
0006400243;HYDRO EXTRUSION PUGET;2020;0;68589;2351;0
0007000532;FERRO Performance Pigments France;2020;;;186005;
0005100154;ARF SA;2020;;70933;764;
0007002964;BORALEX Blendecques SAS;2020;61809;;;
0054900781;ROIRIE (SCEA DE LA);2020;8030;;;
0007000489;NORPAPER AVOT-VALLEE SAS;2020;1059138;0;5486;0
0006103135;PATURLE ACIERS;2020;36326;;4427;
0006700795;SITEK INSULATION S.A.S.;2020;;45908;4998;
0010001662;VARO ENERGY FRANCE DEPOT (ex ARGOS);2020;8506;;;
0009069902;EDF - CNPE de Civaux;2020;0;91307792;0;
0007101355;EDF-PEI SAS;2020;;;10542;98493
0052901029;EARL DU ROCHER;2020;11600;;;
0007002377;THYSSEN KRUPP ELECTRICAL STEEL UGO;2020;50036;177971;0;0
0006105231;KALHYGE 1;2020;15642;;1453;
0007202778;ROUSSELOT ANGOULEME SAS;2020;0;1210883;65908;0
0053504657;SCEA LA CHESNAIE GIFFARD;2020;10766;;;
0005515356;KERMENE - TRELIVAN;2020;;;94425;
0006103844;RENAULT TRUCKS SAS;2020;210473;0;60021;0
0009073101;Usine de dépollution des eaux Ginestous-Garonne (ASTEO);2020;;;343907;
0006505997;AEROPORTS DE PARIS - CTFE;2020;;;51517;
0006700766;LINGENHELD ENVIRONNEMENT;2020;50742;;;
0052902739;KERENES (SAS de);2020;13000;;;
0052202456;SARL DE SAINT MARCEL;2020;9600;;600;
0005401301;DAVEY BICKFORD;2020;39272;;4980;
0053800651;TEISSEIRE FRANCE SAS;2020;200608;;157768;
0005518328;SCEA TERRE ET PORC;2020;;16400;;
0006701189;PIERRETTE TBA - ELIS;2020;63797;;448;
0006502721;Société des Calcaires de Souppes / Loing;2020;13000;0;;
0022100032;SRMG (SUCRERIE MARIE-GALANTE);2020;97640;78343;2800;0
0007402241;UNITE PLACOPLATRE;2020;251662;;10492;
0006300974;ELENGY;2020;;128956184;78598;
0006802513;FERROPEM;2020;0;1673001;4167;
0054900588;CHARAL SAS;2020;23727;0;157001;0
0007001555;CRUSTA C (SA);2020;0;0;86244;0
0006400318;MANE ET FILS NOTRE-DAME;2020;;;106222;
0005800595;HOLOPHANE SAS;2020;58672;;2597;
0009000301;132E RIC régiment d'infanterie cynotechnique;2020;45426;;;
0005400357;EQIOM GRANULATS;2020;18600;;;
0007000742;DAUDRUY VAN CAUWENBERGHE et FILS;2020;0;233609;192705;
0005701961;Michelin MFPM;2020;;;608399;
0006411944;INEOS TECHNOLOGIES FRANCE SAS (ITF);2020;0;84497;1434;0
0009000032;BA 107 Villacoublay;2020;23000;;;
0006401333;LAFARGEHOLCIM GRANULATS;2020;135550;;;
0054000823;SASSO - SALLES LAURENT;2020;10313;0;12367;0
0005701290;FERRY CAPITAIN;2020;;64915;5759;
0052903307;EARL BODONAP;2020;12775;0;;
0006700717;FONDERIE DE LA BRUCHE - COLIBRU;2020;;105310;3004;
0005900191;PROFIALIS;2020;15606;;30283;
0006600904;HIRSCH FRANCE;2020;43233;;6253;
0005301060;COOPERATIVE ISIGNY SAINTE MERE;2020;995128;0;20736;
0007408313;CLIMESPACE;2020;;;117943;
0006100021;SARL DANNENMULLER TLTP;2020;15406;0;0;0
0054901667;AVIVRESNE (GAEC);2020;7958;;;
0053502428;SOCIETE LAITIERE DE RETIERS;2020;359281;;655522;
0007100099;Sucrerie de Bois Rouge;2020;0;835379;3292;0
0052900301;MARIE;2020;;;57163;
0010000802;ANTARTIC;2020;691006;0;0;0
0005600410;LABORATOIRES MSD-CHIBRET SNC;2020;;;86650;
0005800316;AIR LIQUIDE FRANCE INDUSTRIE;2020;;;160477;
0053700605;GAEC GRAND COUESME;2020;21340;;;
0007208527;PINTAUD Sarl;2020;41397;0;0;0
0056401304;LINDT ET SPRUNGLI SAS;2020;0;969383;75188;0
0007000582;BRASSERIE DE SAINT-OMER;2020;609297;;147;
0005800505;RUBIS TERMINAL HFR;2020;49540;0;0;
0005209347;SOBEGI SAS;2020;0;7805929;57298;0
0052216212;SCEA BOUETARD JF;2020;11000;;;
0006300989;FLEURY MICHON LS;2020;;;95338;
0005401335;SUMIRIKO Rubber Compounding France;2020;;699581;3992;
0006102245;TORAY FILMS EUROPE SAS;2020;2225665;;14593;
0010600573;ORANGE EX FRANCE TELECOM;2020;;;62222;
0006401247;LAFARGEHOLCIM GRANULATS;2020;12600;;;
0007407393;Blanchisserie Teinturerie WARTNER;2020;7909;;1529;
0006700452;DMC SAS;2020;151982;;4233;
0006802105;Midi Pyrénées Granulats;2020;42980;;;
0054200985;STEPHANOISE D'ABATTAGE;2020;2249;;190084;
0006506453;TIRU;2020;;749810;7649;
0005303674;COMPAGNIE DES FROMAGES & RICHESMONTS;2020;135621;;179501;
0005100918;SPONTEX;2020;3450251;1235456;6379;
0007402281;SNC COGE VITRY;2020;0;1349022;;0
0010001801;VALCANTE - Nouvelle UIOM;2020;36653;;15477;
0053503228;LES DELICES DU VAL PLESSIS SAS;2020;96825;;2402;
0006202252;CROUVEZIER DEVELOPPEMENT;2020;193447;;3756;
0009000037;BA 123 Orléans;2020;;;70523;
0006301411;CARGILL FRANCE SAS;2020;0;0;214630;0
0052901305;SCEA BARON;2020;17900;;;
0005305929;CREALINE;2020;;;54083;
0006802437;ABATTOIR DE CAPDENAC SARL;2020;0;0;56950;0
0055602988;SCEA DE LICHOUET;2020;23725;;;
0006101563;GRANULATS VICAT;2020;104048;;;
0006202541;VISKASE;2020;;893499;1646;
0006301144;ZaCh System SA;2020;;;93179;
0005800552;GLAXOSMITHKLINE;2020;0;0;56854;0
0007000666;ARDO-VIOLAINES SAS;2020;344759;;5693;
0006700171;GRAVIERE DE STATTMATTEN;2020;575933;;;
0005800821;STEINER;2020;28325;;1470;
0005101072;REGEAL;2020;45680;;;
0005802143;EDF;2020;0;0;476658;594712830
0006104438;FERROPEM;2020;0;1276000;1200;0
0006301007;HERBIGNAC CHEESE INGREDIENTS;2020;163028;;587586;
0006702749;SMICTOM d'Alsace Centrale;2020;138408;;933;
0005201506;Usine DRT Castets;2020;;;172706;
0005206314;COLAS FRANCE - Etablissement SARRAZY - Gravière de NAUJAC-SUR-MER;2020;;77000;;
0055300181;SOCIETE NOUVELLE DE VOLAILLE - S.N.V.;2020;83383;;21243;
0007000540;BLEDINA;2020;;;649649;
0007100063;ILEVA;2020;;;152188;
0005207266;TEREGA - Centre de stockage;2020;1355;10456;2350;0
0006802169;ANDROS Snc - Usine BOIN;2020;81000;;1133;
0005101524;EJ Picardie;2020;47848;;;
0006400997;LYONDELL CHIMIE SAS;2020;;;3078740;
0005701128;PSA AUTOMOBILES SA;2020;247667;;15394;
0005801105;ORIL INDUSTRIE;2020;;;103130;
0006400825;ARKEMA France;2020;1782156;30147;8213;
0007201028;GSM Secteur Centre;2020;10288;;;
0005200856;SCEA  DE GALABEN;2020;25781;;;
0006602108;EAUX MINERALES NATURELLES DE QUEZAC;2020;142330;0;3679;
0005100395;CEREAL PARTNERS Frances;2020;211949;;;
0010001766;Aalberts Surface Technologies;2020;38406;0;14400;
0006201051;MANOIR INDUSTRIES;2020;0;72693;18020;0
0006801182;ABCVL S.A.S.;2020;25614;0;0;0
0005100886;GIMA;2020;18953;0;10162;
0006200837;BONDUELLE FRAIS FRANCE;2020;211963;0;0;0
0006301184;Auto Châssis International;2020;;2020485;154778;
0057400619;FRUITE SAS SITE II;2020;88737;;31674;
0051600408;SCEA KERGHYL;2020;11412;;;
0052904352;EUROSERUM;2020;;1455856;63371;
0006700066;FULCHIRON Alsace;2020;103597;;;
0005701552;ADM Bazancourt SASU;2020;1133902;;;
0009075101;STEP REIMS;2020;238014;0;;
0006302096;VAL NANTAIS TERRENA;2020;238540;;;
0005800370;NUFARM SA;2020;382988;;4129;
0005400425;GRANULATS BOURGOGNE AUVERGNE;2020;9700;;;
0052216290;SCEA EOUZAN;2020;8800;;;
0016300281;ROZANA;2020;57999;;2743;
0006207853;GAZEL ENERGIE GENERATION;2020;2006891;316530;;
0006205051;WELLMAN NEUFCHATEAU RECYCLAGE;2020;;;113134;
0054902308;FORET DE BONAMY (GAEC LA);2020;8516;;;
0005500769;JRS  MARINE PRODUCTS LANDERNEAU;2020;;617881;5723;
0006104660;BAIKOWSKI;2020;0;0;62223;0
0006104050;NEOVALY;2020;;;135904;
0052204162;SCEA DAVID;2020;;11560;;
0007402283;SIAAP;2020;256737;;147287;
0007002443;YKK FRANCE;2020;11275;0;838;0
0006400572;COCA COLA ENTREPRISE;2020;;;371468;
0005102885;CEMEX Granulats;2020;338380;;;
0058503791;EARL LE FRENE;2020;0;12840;1000;
0006104340;ARC FUSED ALUMINA;2020;322561;;;
0010200056;CEMEX GRANULATS RHONE MEDITERRANEE;2020;;58520;;
0005501252;DAREGAL;2020;;;76432;
0005500031;ELIS BRETAGNE (STE);2020;;;61384;
0006115041;MAJ;2020;;;60786;
0005102355;STELIA AEROSPACE;2020;15830;0;5506;0
0006400336;LYONNAISE DES EAUX  - Usine de l'Apié;2020;;242218;;
0006802598;LAFARGE CIMENTS;2020;72199;;;
0006400528;CHARLES FARAUD;2020;135465;;10258;
0052901266;COMPAGNIE LAMPAULAISE DE SALAISON;2020;108619;;16175;
0007002401;COVALYS ex-VALNOR (CVE ANTARES);2020;;;106408;
0005704056;CARRIERES ST CHRISTOPHE;2020;41750;;;
0005301505;ACOME;2020;30971;0;9274;0
0005800378;SEDIBEX;2020;0;0;685658;0
0006601493;CMSE - Carrière de Sainte Colombe;2020;19480;;;
0006400518;COMPAGNIE GENERALE DES EAUX DE SOURCE;2020;626759;;;
0007201656;PAPETERIE SAINT MICHEL - GROUPE THIOLLET;2020;;1121041;;
0006802412;SETMI;2020;;230435;124369;
0006101407;LAFARGEHOLCIM GRANULATS;2020;46354;;;
0010300101;GELPAM;2020;150019;0;0;0
0009069909;EDF - CNPE de Chooz;2020;;133793416;;
0006100690;GRANULATS VICAT;2020;30170;;;
0052903637;SCO (MONIQUE RANOU);2020;24630;0;188717;0
0009000296;RMT;2020;198545;;;
0006301288;FROMAGERIES PERREAULT;2020;;;190448;
0006400319;MANE ET FILS LA SARREE;2020;;;91955;
0010004115;PARMENTINE PRODUCTION SAS;2020;14040;;3025;
0005204084;Société Nouvelle des Gravières de Gouts;2020;;79510;;
0010003753;CEMEX GRANULATS NORD;2020;186137;;1599;
0055614724;SCEA DE KERCADO;2020;7882;;;
0006503972;X FAB FRANCE (ex ALTIS SEMICONDUCTOR);2020;502411;108603;9282;
0055600175;CELVIA;2020;188763;0;51701;0
0010100023;CGES Les Neyrolles;2020;221820;;;
0052901614;EARL DE ROC H GUEN;2020;12071;0;;
0006700723;ALOXAN;2020;18448;0;2490;0
0005900544;APERAM STAINLESS PRECISION;2020;;228120;13969;
0055301033;SOCOPA VIANDES;2020;;;428909;
0005901098;MILLERET Fromagerie;2020;;;194713;
0009000321;AIA Ambérieu en Bugey;2020;13246;;5151;
0010004219;PROCTER ET GAMBLE BLOIS;2020;0;0;242996;0
0006601577;AXENS SA;2020;;;170468;
0005105624;ETEX FRANCE BUILDING PERFORMANCE;2020;27161;;13090;
0005515174;CELTIGEL;2020;97420;;5794;
0005701344;ENTREMONT SODIAAL;2020;0;0;204986;0
0005802301;AIR LIQUIDE HYDROGENE;2020;;;300355;
0006103048;RHODIA OPERATIONS;2020;1578222;;1717;
0006103078;ALR - ACIERIES ET LAMINOIRS DE RIVES;2020;72552;;5973;
0052902578;SOCIETE JEAN MARIE MINGAM;2020;;32850;;
0006401233;SOMECA;2020;;13617;63664;
0056100002;ELIVIA ALENÇON;2020;;;66598;
0054402163;SCEA DE LA HUETTIERE;2020;;15900;;
0005401044;LAGUILLAUMIE;2020;;;85574;
0006802267;PIERRE FABRE MEDICAMENT;2020;52053;;35655;
0005303622;YSCO FRANCE;2020;;;172522;
0006103973;TOTAL RAFFINAGE France;2020;1906883;4561557;99608;0
0005701446;GOYARD JEAN DISTILLERIE;2020;124177;0;552;0
0006400589;AIRBUS HELICOPTERS;2020;0;129503;0;0
0005902723;GEMDOUBS (ex PAPETERIE DU DOUBS ex OTOR);2020;680207;;;
0006100944;CEMEX Granulats Rhône Méditerranée;2020;62415;;;
0052201351;EURL La Ville Poissin;2020;18200;;;
0053800472;DANONE PRODUITS FRAIS;2020;724208;0;0;0
0055600517;SCEA DE CHAUDEVILLE;2020;13542;;;
0010300110;REFRESCO FRANCE (site DELIFRUITS);2020;610528;0;11779;0
0010003541;GSM;2020;7624;;;
0006802382;GIT  SAS;2020;29280;0;2818;0
0052500247;Fromagerie JEAN PERRIN S.A.PERRIN VERMOT;2020;;56095;23694;
0051800377;LE PREAU SAS;2020;41486;;;
0009069916;EDF - CNPE du Tricastin;2020;0;4781789200;0;0
0006104447;RDM LA ROCHETTE  SAS;2020;;2836170;56520;
0006400537;LOUIS MARTIN PRODUCTION;2020;45907;;328;
0006400459;LES CRUDETTES SAS;2020;229452;;19619;
0006800635;DRAGAGES DE VALENTINE;2020;0;36539;0;0
0005800545;MANOIR INDUSTRIES;2020;282222;;340;
0052903728;SCEA MADEC;2020;23000;;;
0005601349;CANDIA Gerzat;2020;;;324050;
0006104223;COURLY  GRAND LYON USINE LYON SUD;2020;6865718;;29778;
0010300099;SOLE MIO;2020;7438;;10254;
0007000553;VERHAEGHE INDUSTRIES;2020;29730;;;
0006401428;EPC FRANCE;2020;15331;;;
0006511727;CEA;2020;;90710;450367;
0006700428;CENPA SAS;2020;0;568967;52428;0
0005502142;MICHELIN  Vannes;2020;0;0;160677;0
0005600518;GRANULATS BOURGOGNE AUVERGNE;2020;0;17310;0;0
0005201068;CHU Hôpitaux de Bordeaux;2020;0;0;169473;0
0005800620;SAFRAN AEROSYSTEMS;2020;44297;;3260;
0052903665;EARL MAZE;2020;9590;;;
0006506043;CYDEC - Groupe PAPREC (ex CGECP );2020;113009;;59169;
0006802944;ARIANEGROUP (ex HERAKLES);2020;;1119048;14552;
0007000483;ARKEMA FRANCE;2020;0;2599817;6348;0
0005803187;TEREOS STARCH & SWEETENERS LBN;2020;0;19774704;1490756;0
0005306883;SOCIETE DES MAITRES LAITIERS DU COTENTIN;2020;0;0;119120;0
0052902597;PRIMEL GASTRONOMIE;2020;25587;;57404;
0006804399;SAS PIERRE FABRE DERMO-COSMETIQUE;2020;;6144;85313;
0009069912;EDF - CNPE de Gravelines;2020;0;;873001;6367916000
0005702196;AT France;2020;;;64859;
0007201655;VERALLIA - SAINT GOBAIN EMBALLAGE;2020;238307;;132358;
0056300083;Cie des FROMAGES et RICHES MONTS;2020;;44724;29874;
0006700123;GRAVIERES ET CONCASSAGES D'OFFENDORF;2020;;855497;;
0010000633;AIR LIQUIDE FRANCE INDUSTRIE;2020;8632;;811;
0006700373;SETE;2020;28084;;;
0006103685;ARKEMA FRANCE;2020;9573000;18781500;198482;0
0005702992;CRISTANOL;2020;1074112;;1376;
0057201665;CHARAL;2020;;;271357;
0052902416;SCEA DES SOURCES;2020;18000;0;;
0005701132;FONTE ARDENNAISE FA5;2020;15918;;5808;
0005600023;ERASTEEL SAS;2020;;;63698;
0009076602;STEP - PERPIGNAN;2020;;;144527;
0006301086;EURIAL FOOD SERVICE ET INDUSTRY;2020;;68408;4943;
0006102025;NEXANS FRANCE;2020;13630;;3696;
0006102870;WINOA;2020;335390;;;
0052903311;EARL DE RUOT;2020;16154;;;
0005701236;LAFIS BOLOGNE;2020;0;51183;45843;0
0005501387;PSA PEUGEOT CITROEN;2020;129943;;;
0006112328;ETABLISSEMENTS PROVERBIO;2020;0;0;70096;
0022100053;SOCREMA;2020;;;61242;
0055602044;SARL MAHE;2020;17128;;;
0010001496;ROCAL;2020;144750;;47;
0006101769;ANNECY BETON CARRIERES;2020;;27803;;
0006000359;SAICA EL ex EMIN LEYDIER;2020;;19467;6310;
0010000313;PAULSTRA;2020;48931;0;5596;0
0022200018;BELLONIE BOURDILLON SUCCESSEURS;2020;;83578;795;
0005201806;MLPC International SA;2020;;281141;4418;
0006705769;WAGRAM TERMINAL SAS;2020;18215;;715;
0006702247;DAIICHI SANKYO ALTKIRCH SARL;2020;0;0;94437;0
0055603184;SARL DE L'OUST;2020;12000;;;
0054400333;VIOL - CASTEL VIANDES;2020;116051;0;13765;0
0022200020;RHUMS MARTINIQUAIS SAINT JAMES;2020;;96191;7670;
0005601311;SOCOPA VIANDES;2020;;;304980;
0005101923;SCOTT BADER;2020;54352;;4689;
0005702799;GRANULATS VICAT SAS;2020;9234;0;0;0
0055601173;EARL DU DOMAINE;2020;8760;;;
0052204245;EARL LE PAGE;2020;9700;;;
0006200939;LACTO SERUM FRANCE;2020;1175039;;5101;
0009000300;13 RG;2020;;;114098;
0006207528;SCHREIBER FRANCE;2020;589800;10;146675;
0006401327;Société des Carrières de La Menudelle;2020;47668;;;
0006102350;LAFARGE CIMENTS;2020;22237;3679;;
0005701463;REMOISE DE VALORISATION DES DECHET.;2020;44813;0;16135;0
0006401013;SOLAMAT MEREX;2020;;;52014;
0005504192;ELIS FOUGERES (ex BBL);2020;23487;;356;
0028400102;NORD PAL PLAST;2020;35116;;1652;
0052500675;FROMAGERIE MULIN SAS;2020;0;0;101985;0
0006003019;SPECIALTY MINERALS FRANCE;2020;;;221689;
0055603428;EARL LE CORRE;2020;8000;;;
0057400055;GROUPE BIGARD;2020;0;;88705;
0005901928;GE THERMAL MANUFACTURING(exALSTOM POWER);2020;30000;0;6200;0
0005600074;Goodyear Montluçon;2020;0;459268;5549;0
0005104757;CHU AMIENS PICARDIE;2020;0;0;185023;0
0006102267;SIEGFRIED St Vulbas SAS;2020;673251;;61520;
0006300988;FLEURY MICHON LS;2020;;;205734;
0005800439;CHEVRON ORONITE SAS;2020;;726190;35627;
0005702066;SNCF VOYAGEURS (TECHNICENTRE INDUSTRIEL);2020;33431;;369;
0052900233;EARL PRIMEL;2020;8500;;;
0052903711;EARL DE KERVANIJO;2020;10042;;;
0022100060;SIS BONNE MERE;2020;;644698;1069;
0005106026;SUEZ Eau Industrielle (ex ONDEO IS);2020;0;748738;11014;0
0005401274;CHEMETALL SA;2020;48001;0;17247;0
0006401331;BRONZO-PERASSO;2020;8947;;;
0006200869;ANETT ARDENNES;2020;19555;0;0;0
0006102463;JINWANG EUROPE (ex OCM);2020;366079;0;1317;
0005516445;HYDRACHIM;2020;14125;;13504;
0006101989;KEM ONE;2020;1716570;;656;
0052904042;EARL DE KERBREZEL;2020;8100;;;
