identifiant;nom_etablissement;annee_rejet;rejet_raccorde_m3_par_an;rejet_isole_m3_par_an
0051700029;AVI-CHARENTE;2019;89448;
0010300176;COVED ENVIRONNEMENT;2019;551;
0052215672;CITE MARINE SITE 2;2019;;18620
0005601317;SOCIETE FROMAGERE DE RIOM;2019;;159346
0005101758;EUROSERUM;2019;164671;81800
0006402259;SERAMM Usine des boues;2019;2493854;
0005507274;MAKFROID 2 (Terre plein Sud);2019;9763;0
0006506164;NCS PYROTECHNIE;2019;35189;0
0009076402;STEP - LESCAR;2019;;23310630
0005702980;ANETT 9;2019;45884;
0005701290;FERRY CAPITAIN;2019;134657;134657
0005501486;CARGILL FRANCE SAS;2019;;399899
0007001286;AKEBONO ARRAS SA;2019;4054;
0006704735;SMI - Drulingen (CMO Obernai);2019;;10113
0005800543;SEALYNX INTERNATIONAL;2019;;526841
0005503518;OUEST FRANCE;2019;7458;
0006200869;ANETT ARDENNES;2019;24343;
0006600247;Orano Cycle Malvesi;2019;;184910
0006700417;ATELIERS REUNIS CADDIE (ex ELECTROPOLI);2019;;18108
0009075904;STEP - Lille-C.U.-Houplin Ancoisne;2019;;6980468
0006803942;KALHYGE1 (ex RLD1);2019;46462;0
0005100049;SARGON;2019;;4387
0006300949;AIRBUS OPERATIONS SAS;2019;;2288
0006103189;EUROFLOAT;2019;44957;67495
0005802579;SNCF VOYAGEURS SA;2019;1449;
0006305148;TRIVALIS;2019;;3456
0010000035;PAULSTRA HUTCHINSON SNC;2019;5911;
0006700248;CARRIERES DE DURLINSDORF;2019;;12140
0005202758;AIR LIQUIDE FRANCE INDUSTRIES;2019;;23197
0054900708;GUILLET SAS;2019;;108767
0006402363;Air Liquide France Industrie;2019;;4550
0009000342;GSBdD BSL - Anse Saupin;2019;8109;
0053503228;LES DELICES DU VAL PLESSIS SAS;2019;71628;
0009076202;STEP - Loison Sous Lens;2019;;6515740
0006405070;S.A.Boulangerie NEUHAUSER;2019;12225;
0007004376;DAUNAT NORD (ex DANIEL DESSAINT TRAITEUR;2019;55754;
0006301454;KUHN - HUARD n°1;2019;437;
0005401378;BERNER;2019;331467;3447
0006110143;Satma PPC;2019;;201347
0006802285;SAS GELATINES WEISHARDT;2019;21740;1040209
0005801230;BOBET;2019;1596;17488
0053800345;SARVAL RHONE CUIRS;2019;2714;
0006301146;HOWMET FIXATIONS SIMMONDS SAS(exARCONIC);2019;;6315
0006103784;STE EXPLOIT COOP ABATT TARARE - SECAT;2019;9624;
0005600372;CONSTELLIUM ISSOIRE;2019;61341;1503456
0005518409;GROUPE SODIAAL B;2019;931342;30
0006702860;CRYOSTAR SAS;2019;16828;
0052900831;COMPAGNIE LAMPAULAISE DE SALAISON;2019;37028;0
0005802182;GALLOO FRANCE SA division DIEPPE;2019;;14038
0009079201;STEP - Seine-centre;2019;;75126856
0005701278;HACHETTE ET DRIOUT (Aciéries);2019;14950;
0007207175;SYNDICAT DES EAUX;2019;0;722460
0010100233;SME ENVIRONNEMENT;2019;1120;
0006300890;LTR INDUSTRIES;2019;;1898894
0006404038;AGIS (SA);2019;92098;
0006103062;AHLSTROM-MUNKSJO LA GERE;2019;;1884067
0005302882;SIRAC;2019;;48710
0007000929;MFT - ex COLOREDO;2019;71636;
0005700795;EDILIANS;2019;;7240
0006700566;SENFA (ex-DHJ INTERNATIONAL);2019;2277;
0005504355;PONTIVY COMMUNAUTE - STEP;2019;2244640;2244640
0054201398;PAROT;2019;;45406
0006102080;CHARDON ET COUCHOUD;2019;;32732
0006802412;SETMI;2019;6498;67469
0006803270;LAVATRANS;2019;;4053
0052904352;EUROSERUM;2019;1311220;
0006500231;SMAB DECHETS;2019;17381;0
0006400685;SEM;2019;0;
0006102993;ARKEMA;2019;;23047772
0005300633;SOCIETE FROMAGERE DE CLECY;2019;;70835
0005800598;COMPTOIR NOUVEAU DE LA PARFUMERIE;2019;3947;
0005512136;BONNETERIE D'ARMOR (SAS);2019;63151;
0006802464;SOCIETE PORC MONTAGNE;2019;70166;
0010001318;MAINGOURD;2019;;1
0006900242;ARIANESPACE;2019;;6600
0006104473;MSSA S.A.S.;2019;;222539
0005600212;PAPETERIES D'ESPALY S.A.;2019;15301;
0053502694;SECANIM BRETAGNE (ex-SIFDDA);2019;523;
0005204261;SOCIETE DEPARTEMENTALE DES CARRIERES-SDC;2019;;0
0007001053;CIDEME;2019;8370;
0006601595;LG - Espira;2019;;0
0006201734;VAGLIO SAS;2019;565;1945
0007202774;CHARENTAISE DE DECOR;2019;;1550
0005800331;YARA France;2019;;164359152
0006802513;FERROPEM;2019;892;1634468
0006300908;LAFARGEHOLCIM CIMENTS (usine cimenterie);2019;;1013831
0005201996;TIMAC AGRO SA;2019;;23854
0005504457;COMPAGNIE DES PECHES PRODUCTION;2019;33421;
0052900037;STERGOZ;2019;12851;
0010004475;HENKEL FRANCE OPERATIONS SAS (WR GRACE);2019;15438;
0009069910;EDF - CNPE de Nogent-sur-Seine;2019;;88433000
0005900642;F2J JAPY (ex-PEUGEOT JAPY TECHNOLOGIES);2019;0;1
0010300115;ANDROS;2019;323126;
0007000704;MINAKEM BEUVRY PRODUCTION;2019;;81410
0006401317;S.A.S. DURANCE GRANULATS;2019;;0
0005701763;LE BRONZE INDUSTRIEL (ancienne);2019;323998;667
0005600027;COSMETIQUE ACTIVE PRODUCTION;2019;37330;
0005701195;WALOR;2019;1500;3220
0006103198;CLEAN 69;2019;10369;
0006104549;NTN SNR ROULEMENTS;2019;2668;
0006301164;SMURFIT KAPPA FRANCE;2019;5762;
0007000740;DECOSTER-CAULLIEZ SAS;2019;;100035
0006109203;SPIT;2019;;202748
0005200751;LAFFORT OENOLOGIE;2019;4080;
0010800207;DECORAL S.A.;2019;10116;
0006301644;PIGEON GRANULATS LOIRE ANJOU;2019;;0
0006402237;INTERXION;2019;0;
0005701719;TEREOS FRANCE;2019;;0
0010000980;CIRETEC;2019;6825;7575
0054800091;SOCIETE FROMAGERE DU MASSEGROS;2019;;266725
0050100109;UTP UNION TRIPIERE PROVINCIALE;2019;12019;
0010000041;SMIPE;2019;;108
0007402779;MAJ BLANCHISSERIE DE PANTIN;2019;37369;
0005702129;CRISTAL UNION;2019;3110;
0005101637;OLEON (ex NOVANCE);2019;;83910
0005800370;NUFARM SA;2019;;2935
0007001920;GOURMETS DE L'ARTOIS;2019;4068;
0005800412;SANOFI CHIMIE SA;2019;0;10322823
0005209487;CODIMATRA S.A.S.;2019;;1038
0018300036;FLORETTE FRANCE FOOD SERVICE (ex-CRUDI);2019;;174076
0005701344;ENTREMONT SODIAAL;2019;272608;
0007001061;CLOVAL;2019;;5735
0006109936;TEC'CHIM;2019;5807;
0006104027;TECHNIQUES SURFACES  REW;2019;19977;
0010005202;LEVY BAMBOKA;2019;;2506
0053800353;COOPERL ARC ATLANTIQUE;2019;15251;
0055602600;PEP BRIZEUX;2019;75591;
0006107516;VALRHONA;2019;39925;
0010400032;SUEZ RR IWS CHEMICALS FRANCE;2019;4163;458997
0006807009;EURALIS GASTRONOMIE SAS;2019;;266621
0005901347;NIPSON TECHNOLOGY;2019;74;
0006305489;BLANCHISSERIE DU MAINE;2019;16526;
0007002325;GLAXOSMITHKLINE;2019;33117;102996
0005801756;PAULSTRA;2019;15245;
0056700262;BOUCHERIE CHARCUT ZENTZ SARL;2019;3980;
0050100006;CENTRE VIANDES BEAUVALLET FILS;2019;1134;
0005500596;STOCKBREST (STB1);2019;27670;
0006201878;SAARSTAHL AG;2019;2870;
0007001955;MAISON MENISSEZ SA;2019;42217;
0006803269;Airbus Defence and Space;2019;40390;
0006200514;MERSEN (ex CLEG);2019;;103019
0006301135;SMURFIT KAPPA FRANCE SAS;2019;84;
0006600459;KONINGS SPIRIT & DRINKS FRANCE;2019;793288;
0058600141;BONILAIT PROTEINES;2019;;229866
0006601116;SANOFI Aventis R&D;2019;58107;
0006411944;INEOS TECHNOLOGIES FRANCE SAS (ITF);2019;;0
0005100203;EUROKERA (SNC);2019;30430;
0007003188;FLORETTE FRANCE GMS;2019;225277;
0006803711;Smectom du Plantaurel;2019;8064;4112
0006102781;SFS INTEC;2019;;19559
0006701867;GRANDS CHAIS DE FRANCE Petersbach;2019;;106183
0007004942;Arc Packaging (CARTONS et PLASTIQUES);2019;637;
0057900712;SOCIETE FROMAGERE DE RIBLAIRE;2019;;360309
0006700013;SABLIERES HELMBACHER S. A.;2019;;257632
0010000073;BEAUFOUR IPSEN INDUSTRIE;2019;46791;0
0006700423;MARS Chocolat Steinbourg;2019;0;
0006200980;LES BRONZES D'INDUSTRIE;2019;6628;
0006503449;PEUGEOT CITROEN POISSY SNC;2019;153223;605427
0006802633;VEOLIA PRORETE MIDI-PYRENEES;2019;166;
0007201438;FENWICK LINDE OPERATIONS;2019;299;0
0005200914;MARIE BRIZARD WINE & SPIRIT FRANCE-MBWS;2019;1660;
0006301011;FROMAGERE DE BOUVRON (société);2019;;667060
0005501651;FONDERIE DE BRETAGNE;2019;21341;
0009069929;CEA Marcoule;2019;;11049500
0005202713;SOBEGI SAS;2019;;442119
0007000789;POLYNT COMPOSITES FRANCE;2019;101830;
0010000712;OUDIN Cartonnerie;2019;;104003
0006001369;RIVET PRESSE EDITION;2019;1435;
0006204549;GIE DU COSTET BEILLARD;2019;;78315
0006507116;SENSIENT (ex  LES COLORANTS WACKHERR);2019;10020;
0006603886;SA SAVONNERIE DE NIMES;2019;483;
0006000346;Papeteries et cartonneries Lacaux Frères;2019;;271854
0009071102;STATION DE TRAITEMENT DES EAUX USEES - NARBONNE VILLE;2019;3523847;
0005600068;ALL CHEM;2019;8817;
0005601646;VALTOM;2019;8690;
0010300056;HYDROCHEM;2019;419;
0005401956;SNS Industrie;2019;1769;
0009000212;Hôpital d'Instruction des Armées Sainte Anne;2019;73700;
0006401149;ABATTOIR MUNICIPAL SISTERON;2019;77952;
0007003398;HYDROPALE;2019;;57135
0006104410;POUDRES HERMILLON SA;2019;;38307
0006600161;SOCIETE TERREAL SUD;2019;;50000
0005801443;SANOFI WINTHROP INDUSTRIE;2019;22792;55634
0052300359;SE CHAVEGRAND SAS;2019;;62025
0006200876;SOCIETE FROMAGERE DE RAIVAL;2019;;108934
0006401033;Air Liquide France Industrie;2019;;144692
0007100049;ALBIOMA ALG Centrale thermique;2019;;711284
0005901267;KNAUF INDUSTRIES;2019;;900
0006103948;LAVARHONE;2019;9657;
0007002799;MENISSEZ FRAIS SAS;2019;21108;
0005800299;TOTALENERGIES FLUIDS;2019;;362801
0006104785;BECTON DICKINSON;2019;23409;49337
0009071201;STEP - BENECHOU;2019;6859166;
0006301138;ORTEC SERVICES ENVIRONNEMENT;2019;20315;2823
0006503461;SEQENS Porcheville (ex PCAS);2019;7537;
0005301827;CARGILL FRANCE SAS;2019;;587326
0005207735;YVON MAU;2019;7026;
0006506277;SAFRAN AIRCRAFT ENGINES;2019;69064;
0005301600;MULANN Industries;2019;264;
0006306409;CORTIZO;2019;;13701
0006700216;HOLCIM BETON GRANULATS HAUT RHIN - HBGHR;2019;;768028
0005201635;MLPC InternationalSA;2019;;642551
0006300989;FLEURY MICHON LS;2019;112148;
0006102968;CATERPILLAR FRANCE SAS;2019;1948;
0006401134;ALAZARD ET ROUX;2019;15366;
0005302766;ECLOR BOISSONS;2019;;62710
0006100254;Graviere Vernay Fils SAS (carrière de POUGNY);2019;;0
0057200464;VALLEGRAIN ABATTOIR;2019;121365;121365
0005200391;PAPETERIES DE BEGLES (SAPB);2019;0;875713
0006301801;COULEUR STONE SARL;2019;13191;
0005800155;CEMEX Berville s/Seine;2019;0;
0053800651;TEISSEIRE FRANCE SAS;2019;98743;204153
0006503411;AIRBUS SAFRAN LAUNCHERS (DEFENCE&SPACE);2019;;808536
0006401854;EXTRUFLEX SAS;2019;;261391
0007000436;HEINEKEN ENTREPRISE;2019;420723;
0005205286;KNAUF INDUSTRIES SUD-OUEST;2019;10697;
0006002045;PONTHIER  S.A.;2019;;41755
0010400164;KERRY RAVIFRUIT;2019;;80240
0006802520;SOGEAT;2019;420029;
0006700176;HELMBACHER SABLIERES Valff;2019;;914688
0006200067;EDF - CCG Blénod;2019;;789906
0006501736;ADP-CHARLES DE GAULLE;2019;202072;
0007202009;MOREAU Kléber SA Carrières;2019;;0
0006102219;GROUPE QUINSON-FONLUPT;2019;;15051
0005501941;Com Com Auray Quiberon Terre Atlantique;2019;1219188;
0006301386;ANGERS NICKEL CHROME;2019;1736;
0055700590;CHARAL;2019;121531;
0005206361;BRENNTAG  AQUITAINE;2019;723;
0005401241;YOPLAIT PRODUCTION FRANCE - NOBLEVAL;2019;;617186
0007201482;SOVAL NORD (ex. Veolia);2019;;13899
0009070604;STEP - NICE HALIOTIS;2019;;35883116
0005601867;GIP Blanchisserie Inter Hospitalière;2019;26013;
0006000348;PANNEAUX DE CORREZE;2019;;22933
0005901115;COMPAGNIE FRANCAISE DU PANNEAU;2019;;20000
0007203112;LES LAVANDIERES (Enseigne ELIS);2019;52556;
0006401061;EDF CCG de Martigues;2019;;493588096
0006202482;FAURECIA SYSTEMES D'INTERIEUR St Michel;2019;2592;
0006100522;GRANULATS VICAT;2019;0;
0006201702;FERCO INTERNATIONAL;2019;;34080
0006306040;BRIO'GEL;2019;5972;
0006500644;CCMP SAS;2019;324;
0005701143;ARCELORMITTAL FRANCE;2019;0;195470
0010001813;HB FULLER ADHESIVES;2019;1581;
0005900586;ANODEST;2019;2200;
0005104476;GALLOO France;2019;;6691
0006700409;EPM-ENTREPOT PETROLIER DE MULHOUSE;2019;30000;
0006703165;JUNGBUNZLAUER (JBL);2019;1146582;
0006605402;CHARBONNEAUX BRABANT SA;2019;5936;0
0006600237;SOCIETE  SUEZ RV MEDITERRANEE;2019;853;12976
0005902155;VON ROLL FRANCE;2019;5883;
0006302427;FRANCE TANNERIES;2019;14594;
0005102899;FULCHIRON;2019;;75071
0006803366;MPG Mauzac (installation);2019;1;1
0005501682;GROUPE ROCHER OPERATIONS;2019;86714;
0006301086;EURIAL FOOD SERVICE ET INDUSTRY;2019;414024;
0006103632;A.E.I. EX EMC;2019;25001;
0006900022;AIR LIQUIDE SG - Usine LH2;2019;;122
0007402239;SECAN;2019;5121;
0006104158;HCL - GROUPEMENT HOSPITALIER EST;2019;136018;
0005504193;HYDRACHIM;2019;10584;
0006301264;FLEURY MICHON LS;2019;58729;
0010800258;GGB FRANCE EURL;2019;1696;
0006103490;VERRERIE DE ST JUST;2019;643;27070
0005207941;CASSE AUTO 933 (exAuto Casse Allo 933);2019;;0
0005103204;EDILIANS tuilerie de St Germer;2019;;0
0005206586;CEPB - SITA Sud-Ouest;2019;;18226
0005200064;BERNARD DUMAS SAS;2019;;617258
0005503334;FIDELE SAS;2019;23783;
0006105224;PRAYON;2019;;1057367
0005101403;AXIMUM PRODUITS DE SECURITE;2019;;17466
0054401867;COVI SAS;2019;105113;
0010000974;ARCEVAL (CIDEME);2019;;0
0006104242;ENTREPOT PETROLIER DE LYON;2019;56836;
0006107131;NICOLLIN SAS;2019;46260;0
0007000649;ETABLISSEMENTS BOCAHUT SAS.;2019;;1487753
0010000514;EUROCAST;2019;19492;
0006109800;VILL RECUPERATION SAS;2019;;20142
0006600337;SOCIETE TERREAL SUD;2019;;100000
0007100070;SUEZ RV REUNION;2019;8953;30548
0005200378;VALBOM;2019;13132;91910
0006300063;CHARIER CM - CARRIERES ET MATERIAUX;2019;;1520947
0006601317;KNAUF INDUSTRIES EST (ex Isobox);2019;1300;
0006702209;SIVOM agglo mulhousienne Sausheim - UIOM;2019;140076;
0025100002;PARAGON Marketing Solutions;2019;0;
0007000788;COPALIS INDUSTRIE;2019;;2178000
0005601311;SOCOPA VIANDES;2019;;253864
0006802238;VOA VERRERIE OUVRIERE D' ALBI SA;2019;17840;
0006802382;GIT  SAS;2019;1652;
0006104000;BASF AGRI-PRODUCTION;2019;0;0
0006301184;Auto Châssis International;2019;;2225825
0005101910;VALEO EMBRAYAGES;2019;4093;
0053600436;LAITERIE DE VARENNES (SA);2019;;375990
0007205571;DISTILLERIE DE LA GROIE;2019;;21089
0010100024;MYLAN Laboratories;2019;25101;
0006503289;CALCIA gargenville (cimenterie);2019;;1365795
0005702038;MALTERIES SOUFFLET et AGRICULTURE;2019;;834507
0007000958;ARCELORMITTAL ATLANTIQUE et LORRAINE;2019;;41746
0006300888;ALVA;2019;;92849
0006300870;MULTILAQUE;2019;6689;23678
0006401142;SOCIETE NOUVELLE LES FILS DE FERRIGNO SA;2019;11660;6450
0009074901;STEP - Angers la Baumette;2019;;12082080
0010004219;PROCTER ET GAMBLE BLOIS;2019;129732;
0006400619;SAINT LOUIS SUCRE;2019;24684;159014
0006506111;LISI Aerospace;2019;3394;0
0005204674;DRAGAGES PONT DE LESCAR S.A.S;2019;0;0
0005800483;EUROFOIL FRANCE;2019;;57378
0006200776;ARCELORMITTAL CF;2019;;30207
0005804133;ESTENER;2019;68768;4131
0028200050;Galloo France division Sallaumines;2019;5900;
0006802539;VINOVALIE CAVE DES COTES D'OLT;2019;;4742
0007003454;PETIT PIERRE (Ex Delpierre) SA;2019;46394;
0007000905;XPO TANK CLEANING NORD FRANCE;2019;;11107
0053800504;MARTINET SAS;2019;113170;0
0005501776;GUERBET;2019;26759;16095
0006103048;RHODIA OPERATIONS;2019;;875157
0006506686;COCA COLA EUROPEAN PARTNERS CCEP;2019;129066;
0006506514;IVRY PARIS 13;2019;289083;77086104
0006102885;ST MICROELECTRONICS;2019;;3075247
0005300868;G.E.PART. 14;2019;;35695
0006802185;Papeteries de Saint-Girons Sas;2019;;1965445
0007000837;OUTREAU Technologies (SASU)-(ex MIO);2019;;1428931
0007002731;TOYOTA M.M.F.;2019;;217633
0016300001;societe des eaux du cezallier;2019;;1667
0006110065;SICO;2019;70;
0006407117;ENGIE  Thermique France;2019;;201501200
0006301174;WILO FRANCE SAS;2019;10490;
0005202690;ARKEMA France;2019;455552;171903
0051900456;SABCOR;2019;45805;
0006302876;TRIVALIS;2019;;873
0016300368;SOCAMONT SAS;2019;972;
0006401288;SCA LE CELLIER DES TEMPLIERS;2019;;2020
0003101785;BIOCOOP Plateforme Sud-Ouest;2019;1825;0
0054400759;GELTRAN;2019;17775;
0010000889;BRABANT CHIMIE;2019;;1764
0006700407;SOCIETE EUROPEENNE DE STOCKAGE D1;2019;;22399
0005501834;DEPOT PETROLIER DE LORIENT SEIGNELAY;2019;;44796
0006802521;NEXTER MUNITIONS SA;2019;;6
0005900985;PROVALT JURA SNC;2019;;170078
0005101078;COLGATE PALMOLIVE;2019;35272;
0009074404;Station d'épuration des Ecossièrnes;2019;;4387345
0005900921;TSM;2019;548;
0006406316;SAS  VALEOR;2019;0;3000
0006200712;JINGJIANG FVM;2019;;25435
0005305154;FARMACLAIR;2019;57051;
0007000582;BRASSERIE DE SAINT-OMER;2019;276439;
0052400144;TOMATES D'AQUITAINE;2019;0;
0006700299;GRAVIERE DES ELBEN;2019;;0
0010600534;SNCF Mobilité TGV TECHNICENTRE DE LYON;2019;22798;
0010100040;NATUREX SA;2019;31664;
0005302798;SOLAIPA SNC;2019;;342118
0006401333;LAFARGEHOLCIM GRANULATS;2019;;0
0006505930;HUTCHINSON - Persan;2019;147374;
0005901226;LA ROCHERE S.A.;2019;;80336
0006805756;AB7 INDUSTRIES;2019;1483;
0009076602;STEP - PERPIGNAN;2019;;11661699
0006506503;RATP;2019;575;
0007000619;AGRATI;2019;;30595
0005500263;COOPERL ARC ATLANTIQUE;2019;;2695
0007000790;RUBIS TERMINAL DUNKERQUE;2019;;11005
0053201088;FERMIERS DU GERS;2019;;58173
0007001078;SPAC;2019;27971;
0005206997;L.N.U.F. MONTAYRAL;2019;;154131
0006201477;CEDILOR;2019;;176008
0006502558;SOPRONEM;2019;5602;
0057400055;GROUPE BIGARD;2019;200000;
0055301388;STE FLECHARD RAYMOND ALLAIN LEBAILLY;2019;72517;
0005202707;CLEAN MOURENX;2019;;11887
0005200531;MAJ ELIS;2019;82802;
0010000692;KNAUF INDUSTRIES;2019;4879;
0005702394;PLASTIC OMNIUM Auto Exterieur;2019;2230;
0006303597;ANJOU POUDRAGE INDUSTRIE;2019;;213
0005202639;BEARN URBASER ENERGIE;2019;167280;
0005800433;LAFARGEHOLCIM CIMENTS;2019;;0
0007202117;ANETT UN s.a.r.l.;2019;;126380
0005702271;WEPA France;2019;338051;
0018100006;SNR CEVENNES;2019;1880;
0010000931;TERR'LOIRE (Société Nouvelle);2019;56396;11905
0007201120;SAFT Poitiers;2019;33219;
0006700536;SENERVAL UIOM;2019;179847;
0005702113;SEDIS;2019;7200;
0005802920;SOLVALOR SEINE;2019;;14649
0056700264;EARL RIHN;2019;5300;
0005516445;HYDRACHIM;2019;8690;
0006802169;ANDROS Snc - Usine BOIN;2019;;87720
0009079301;Usine d'épuration de Seine Morée;2019;0;6207973
0056900266;AUCHAN HYPERMARCHE;2019;4856;
0056100667;CHARAL;2019;98717;
0006703426;LINGENHELD Environnement;2019;;9631
0005800969;SEEM SEMRAC;2019;;336
0006301043;REEL;2019;;133
0006505306;LFB Biomédicaments;2019;226689;
0005100430;ELCHAIS ( ex SENSIENT NATURAL ING.;2019;;79519
0009074501;STEP - LA CHAPELLE-SAINT-MESMIN;2019;14268200;
0056800039;SARVAL EST;2019;20797944;
0006404836;BAYER CROPSCIENCE;2019;888;
0006700377;SCHROFF SAS;2019;2713;0
0006700379;CHEMET-GLI;2019;;3576
0053200037;Alliance abattoir d'Auch (ex SOGA);2019;46104;
0006201757;SNF SA;2019;0;0
0006406383;IPSEN PHARMA BIOTECH;2019;10773;
0005901151;FERS ET METAUX;2019;125;0
0010000473;VALORYELE;2019;;0
0054100473;DOMAINE DES GENETS;2019;;4961
0006400245;SOMECA;2019;;1
0006701060;BIO SPRINGER;2019;515426;
0006407835;MAJ SA;2019;62128;
0009075401;Station du Grand Nancy située à MAXEVILLE;2019;;28143376
0007402245;CLIMESPACE  (i738);2019;51800;
0006400082;SCCV LE CERCLE DES VIGNERONS DE PROVENCE;2019;9684;0
0007002027;SUEZ RV NORD EST (Ex SITA NORD EST);2019;0;3668
0005100850;ETEX FRANCE BUILDING PERFORMANCE;2019;0;0
0005701096;LA FONTE ARDENNAISE FA4;2019;;4786
0006803795;SAINT ANTONIN EAUX MINERALES;2019;;3271
0006410379;INEOS DERIVATIVES LAVERA LPG (IDL - LPG);2019;590951;
0057200348;LUISSIER BORDEAU CHESNEL;2019;;104792
0006102636;PAPETERIES DE MONTSEGUR;2019;;55669
0005500721;EDF-CETAC (DIRINON);2019;;64
0046900015;DELPHARM BIOTECH;2019;213;
0006102064;AEROCAN FRANCE;2019;0;41909
0052903637;SCO (MONIQUE RANOU);2019;122558;
0012400003;VON ROLL ISOLA FRANCE - SAMICA;2019;;579261
0007000661;MC CAIN ALIMENTAIRE;2019;;790884
0006503401;MORELLEC SAS (Ets);2019;2528;
0005401034;METAL PROTECTION;2019;;7160
0006301424;LACHETEAU ex VINIVAL;2019;;17494
0054100681;SOCIETE NOUVELLE DE VOLAILLE-S.N.V.;2019;;191236
0006503972;X FAB FRANCE (ex ALTIS SEMICONDUCTOR);2019;11976;689560
0006405522;SMIDDEV;2019;;36598
0006803194;PROLAINAT SA;2019;;123046
0006600453;Société des CIMENTS CALCIA;2019;;297621
0006600638;MAJ - ELIS PROVENCE;2019;61881;
0006803384;SAICA PACK FRANCE SAS (exCAPITOLE CARTON;2019;8233;
0050100110;ABATTOIRS  DES  CRETS;2019;114082;
0007001226;BRASSERIE DUYCK;2019;32725;
0007201891;IMERYS REFRACTORY MINERALS CLERAC;2019;;38864
0005303674;COMPAGNIE DES FROMAGES & RICHESMONTS;2019;;0
0005100240;ANETT (ex HYRIS);2019;60517;
0006704564;STEIN ENERGY;2019;1595;
0005503612;GIP SERVICE INTERHOSPIT. TREGOR GOELO;2019;6874;
0005100190;DSP France SAS;2019;;1358220
0006200004;DAUM;2019;;17490
0007408023;INITIAL;2019;24110;
0010800414;KANIGEN FRANCE;2019;3783;
0010004861;GSM;2019;0;
0006302371;PRODIA OUEST;2019;;33192
0006405094;Mc CORMICK DUCROS MONTEUX I;2019;2294;
0050100695;SCEA DES PISCICULTURES PETIT (ICPE);2019;;4117
0006201969;SCHOTT VTF;2019;;30536
0010004440;COMMUNAUTE COMMUNES  LOCHES SUD TOURAINE;2019;;3322
0006505997;AEROPORTS DE PARIS - CTFE;2019;91044;
0006302829;LAFARGE GRANULATS FRANCE - Secteur Ouest;2019;;0
0006300752;TRAINEAU ENTREPRISE;2019;0;0
0006601578;SOLVAY Rhodia Opérations;2019;67735;
0005103922;SAICA PACK (ex RCO);2019;21097;
0005100154;ARF SA;2019;;0
0006400970;VIDAU SA;2019;6441;
0010001762;CEO Compagnie des Eaux et de l'Ozone;2019;190930;
0054200370;AOSTE SNC;2019;;72293
0006102436;IMERYS ALUMINATES EX KERNEOS;2019;;1710
0005105624;ETEX FRANCE BUILDING PERFORMANCE;2019;;36484
0006503288;TOTAL RAFFINAGE FRANCE;2019;;107325
0005701165;NESTLE FRANCE SAS;2019;;144038
0006506539;BILLON;2019;1434;
0005801048;SATIMAT;2019;171;9676
0009071001;STEP - TROYES;2019;11694740;
0056700665;ESCAL;2019;45539;0
0005401118;SUEZ RV CENTRE EST;2019;22424;
0005600023;ERASTEEL SAS;2019;;108870
0006301079;TEN (TOLERIE EMAILLERIE NANTAISE);2019;805;
0006104565;SYND MIXTE DU LAC D ANNECY;2019;61545;
0006503183;SUEZ RV Energie - AZALYS;2019;704;
0006506505;RCU;2019;2469;
0006802237;SARP-OSIS SUD-EST;2019;2266;
0005101507;SYNTHOS ( ex INEOS STYRENICS);2019;;117727
0006600055;MAJ ELIS;2019;52390;
0006400463;AZUR DISTILLATION;2019;0;0
0005206028;MONDELEZ FRANCE BISCUITS PRODUCTION;2019;;18642
0006409692;EAST BALT AIX;2019;8322;
0005401249;AIR LIQUIDE FRANCE INDUSTRIES;2019;;0
0006104447;RDM LA ROCHETTE  SAS;2019;;2612664
0018300019;PERNOD RICARD FRANCE SAS;2019;3427;20206
0006506520;BIO SPRINGER;2019;2118933;1147593
0052903310;JEAN HENAFF SA;2019;30387;
0006301046;ARRIVE;2019;;206400
0005800666;SANOFI  PASTEUR SA;2019;89679;14781
0055601148;SOCIETE ALIMENTAIRE DE GUIDEL;2019;25463;
0006204558;ARCELORMITTAL CF;2019;;6527
0005600334;CRISTAL UNION;2019;0;
0006201616;REHAU INDUSTRIE SARL;2019;;4544
0006705580;SAFRAN LANDING SYSTEMS;2019;12800;269959
0009071301;Station d'Epuration : AIX EN PROVENCE LA PIOLINE;2019;;7732900
0009077201;STEP - LE MANS - La Chauvinière;2019;;15497605
0006701554;GROUPE SIAT Urmatt;2019;;47140
0053502545;ETABLISSEMENTS ABERA;2019;;155638
0005302750;SOCIETE EXPLOITATION DES SOURCES ROXANE;2019;;159768
0005800489;METROPOLE ROUEN NORMANDIE;2019;;25883728
0006401567;LAFARGEHOLCIM CIMENTS;2019;;0
0007001162;CONEGAN (SAS);2019;3134;
0005300062;GBN;2019;;208000
0006521123;FULCHIRON Le Chesnay;2019;;264408
0006300931;CARGILL FRANCE SAS;2019;;53076
0006201894;ArcelorMittal France - Cokerie;2019;;1472535
0006301228;DEFONTAINE;2019;12900;12900
0005800458;CALISTE MARQUIS;2019;;866
0010013356;ORGAPHARM consolidé (sites 1 et 2);2019;57200;191725
0006803636;Imerys Talc Luzenac France;2019;;30883
0006201729;ARCELORMITTAL ATLANTIQUE ET LORRAINE;2019;;550576
0009076901;STEP - Lyon - Pierre Bénite;2019;;55764200
0006103657;SNCF - TECHNICENTRE INDUSTRIEL D'OULLINS;2019;10985;
0006508485;BIMBO QSR;2019;18070;
