identifiant;nom_etablissement;annee_rejet;rejet_raccorde_m3_par_an;rejet_isole_m3_par_an
0005701056;METAL BLANC S A;2019;;7348
0006802598;LAFARGE CIMENTS;2019;0;0
0006202229;PAPETERIES DE CLAIREFONTAINE;2019;;1369101
0005207267;MANUCO;2019;;1817841
0005302209;SOCIETE FROMAGERE DE DOMFRONT;2019;;869609
0005204774;SUEZ RV Plastiques Atlantique (exRegene);2019;22456;
0006705975;CHARCUTERIE PIERRE SCHMIDT;2019;53039;
0005300982;VALNOR;2019;;5960
0006201555;MALTEUROP FRANCE;2019;191284;
0005701080;ARCAVI SAEM;2019;;68991
0009000364;Atelier industriel de l'aéronautique de Clermont-ferrand;2019;0;0
0006700683;H.B. FULLER ADHESIVES  FRANCE SAS;2019;534;0
0006104459;TECHCI RHONE ALPES;2019;;29063
0006301421;J et C;2019;;20687
0005401350;FRANCANO Industrie;2019;;65802
0005900608;PEUGEOT CITROEN SOCHAUX SNC;2019;;2071789
0007002964;BORALEX Blendecques SAS;2019;22072;
0006803629;SAS EDILIANS;2019;;0
0006802805;AJINOMOTO FROZEN FOODS FRANCE (Labeyrie);2019;19993;6153
0005101077;CHANEL PARFUMS BEAUTE;2019;16100;0
0007001673;DURAND PRODUCTION;2019;509;8509
0005201261;ARIANEGROUP;2019;;861989
0005202662;SERDEX (ex BAYER HealthCare);2019;6076;0
0006114913;SOCAFI (ITM);2019;75820;
0006201191;VIESSMANN;2019;5442;5970
0005800053;LAFARGEHOLCIM GRANULATS;2019;0;0
0007000473;BRIDGESTONE/FIRESTONE FRANCE SA;2019;13518;152946
0006600640;SNCF MOBILITES - Technicentre LR;2019;1347;
0005205132;SOBEGI - STEB;2019;;5843356
0006702002;SPRINAR COMPOTECH;2019;249;
0005202554;TANNERIE CARRIAT;2019;42965;
0006112223;CEICA INDUSTRIE SAS;2019;;1082376
0005601427;SETFORGE GAUVIN SOCIETE NOUVELLE;2019;5309;
0006803963;SA COVED;2019;18180;
0006600827;CSP PARIS FASHION GROUP;2019;28330;
0006502522;VERMILION REP SAS;2019;;4407
0010000316;EXPANSCIENCE;2019;60019;0
0007000489;NORPAPER AVOT-VALLEE SAS;2019;2963;980028
0006400790;CARLO ERBA  REAGENTS;2019;0;2164
0005209637;BIOLACQ ENERGIES;2019;10572;
0058600811;SAMO OVOPRODUITS;2019;30267;
0009072902;STEP - Corniguel;2019;7221106;
0006402179;CENTRE HOSPITALIER DE CANNES;2019;0;
0005514370;LE ROUX TP ET CARRIERES;2019;;365
0005600098;S C B V;2019;936;276902
0007002578;PROGROUP BOARD (ex PROWELL);2019;4098;22000
0006603588;Montpellier Méditerranée Métropole;2019;3283;1100
0006205449;SOCIETE DES FOURS A CHAUX DE SORCY;2019;;74415
0006701190;COSMEUROP;2019;3393;
0005202659;CANDIA;2019;;555847
0010600308;DAIKIN CHEMICAL FRANCE;2019;;37526
0006103824;SNCF Mobilités TECHNICENTRE DE LYON;2019;25696;
0006502830;CFGV Cie Française des Grands Vins;2019;19142;
0006200139;CROWN BEVCAN;2019;;158024
0006503268;RENAULT FLINS;2019;;1089785
0006802374;CSI SUD OUEST;2019;302;9017
0006700569;SUEZ RV Nord Est RETZWILLER;2019;6608;
0006803192;CHATEAU DU TARIQUET SCV;2019;;11739
0052900301;MARIE;2019;53108;
0005800597;SAFRAN NACELLES;2019;;54131
0006700433;Vynova PPC SAS;2019;;6418158
0006806353;MARCEL LAUTIER & CIE SA ETS;2019;;125
0005500398;LE JOINT FRANCAIS;2019;20000;
0005601318;LES FROMAGERIES OCCITANES;2019;;309727
0050100831;LA BRESSE SAS;2019;29975;
0006700773;CARAMBARCO;2019;8919;677321
0006504939;CITH (circuits imprimés THIERRY);2019;1830;
0006400408;MARONCELLI;2019;;108025
0050100634;CRYSTAL;2019;;67406
0006110531;KEOLIS LYON (Poudrette);2019;3735;
0006103534;ENNOBLISSEMENT VAL DE REINS;2019;29392;
0006201759;ARKEMA FRANCE;2019;1648435;
0006200203;SOFIDEL FRANCE;2019;3924;174233
0006301144;ZaCh System SA;2019;100318;
0009079302;SIAAP Marne Aval - Station d'épuration;2019;0;17374866
0005209347;SOBEGI SAS;2019;;1057219
0006302229;AR PACKAGING;2019;5148835;
0006000324;SICAME STE;2019;;2030
0054201058;ROCHEBILLARD ET BLEIN;2019;7097;
0005200351;SIMOREP & CIE- CS MICHELIN;2019;;1211575
0005502783;LAFARGE HOLCIM Granulats;2019;;213226
0006400889;MAREVA PISCINES ET FILTRATIONS;2019;2606;27129
0006802032;CEMEX GRANULATS SUD-OUEST;2019;;0
0005300200;MURATA INTEGRATED PASSIVE SOLUTIONS;2019;4055;169695
0009000041;BA 702 Avord;2019;150000;
0009074201;STEP - SAINT-ETIENNE - FURANIA;2019;;22490588
0005205103;ARKEMA  France SA;2019;488739;489150
0005200251;SANOFI WINTHROP INDUSTRIE;2019;93397;
0006601697;Société EVOLIA;2019;35;
0006700118;SOCIETE CARRIERES DE L'EST;2019;;245745
0005501217;NESTLE PURINA PETCARE FRANCE (SAS);2019;43895;
0051401428;BROCELIANDE - ALH;2019;;100950
0007000631;VALLOUREC  OIL AND GAS FRANCE;2019;0;0
0007001146;UNITED PETFOOD FRANCE ex CONT. NUTRITION;2019;10129;10129
0005801362;TARANIS DU ROUVRAY;2019;147323;
0054200646;NATRA ZAHOR FRANCE;2019;5728;
0006100821;SCB;2019;0;0
0007300037;Société CICO CARRIERE;2019;;850
0009071901;STEP de Gourgue Nègre;2019;;8849110
0006102859;SIRA;2019;0;0
0006400069;STMICROELECTRONICS SAS;2019;1306313;
0006802215;DANONE;2019;267395;
0006700502;CICE-CIE INDUSTRIELLE DES CHAUFFE EAU;2019;1339;0
0016300107;O-I MANUFACTURING FRANCE;2019;;138700
0005401096;CONSTELLIUM EXTRUSION (exALCAN PECHINEY);2019;4306;22888
0005106026;SUEZ Eau Industrielle (ex ONDEO IS);2019;;248942
0010000953;CHAMBON (générale eaux minérales nature);2019;356;235207
0006103970;GIFRER BARBEZAT;2019;176762;
0005701293;FONDERIES GHM - WASSY;2019;1176;6220
0006501204;KERBIRIO;2019;;46992
0006303467;NWL France Production;2019;10760;
0005521826;FRANCE POULTRY;2019;650000;
0005100096;MATERNE;2019;;219253
0006103699;EDILIANS ex IMERYS TC;2019;;5739
0007004521;LYRECO FRANCE;2019;4983;
0006305314;STEP PETITE CALIFORNIE NANTES METROPOLE;2019;;11133181
0053800011;AOSTE SNC;2019;306774;
0055601416;GALLIANCE LANGUIDIC;2019;279634;
0005900605;GALVANOPLAST Sochaux-Montbéliard;2019;55522;
0006104025;MERCK SANTE;2019;30002;
0006701320;FLENDER GRAFFENSTADEN;2019;2226;78780
0006602108;EAUX MINERALES NATURELLES DE QUEZAC;2019;418;19697
0007000918;TOTAL Raffinage France SA;2019;0;249158
0006700663;CRISTAL UNION;2019;;1260148
0005304086;HAMON Claude;2019;515;0
0005801262;TRANSPORTS LUCIEN ROBINET;2019;5438;
0005900724;SIGNAUX GIROD;2019;547;3585
0018300581;Syndicat Centre Hérault;2019;;9809
0006103420;SOCIETE NOUVELLE GALVALOIRE;2019;841;
0006601345;Nouvelle Carrière du PIC SAINT LOUP;2019;;1000
0005601360;Société Laitière des Volcans d'Auvergne;2019;253544;
0006303901;TRIVALIS;2019;;5718
0006301775;COMPA;2019;0;11040
0006500370;COVED S.A.;2019;2374;0
0057400176;FROMAGERIE DE LA TOURNETTE - FILLINGES;2019;60087;
0010001788;FAURECIA AUTOMOTIVE COMPOSITES;2019;34801;
0007000453;GALVANISATION DE L'ARTOIS;2019;10492;
0006103190;PEC TREDI;2019;;550848
0007001703;MAREE (SAS JP)-(ex l'Espadon);2019;2186;
0007000534;SYNTHEXIM (Site Calaire);2019;202166;
0005601749;TOTAL DIRECT ENERGIE;2019;507;
0007000683;ALVANCE ALUMINIUM DUNKERQUE SAS;2019;;97200
0006201887;ArcelorMittal France - Train à chaud;2019;;2037992
0007001145;NUEVA PESCANOVA (SOFRANOR (SA));2019;25457;0
0006202054;ArcelorMittal France - Packaging;2019;;2128311
0006301516;ROXANE;2019;;116769
0007001933;RLST (Localinge);2019;62963;
0006403671;EUROSILICONE SAS;2019;2592;
0007000771;DEPOTS DE PETROLE COTIERS;2019;;23975
0006101101;CHAUX CIMENT ST HILAIRE;2019;;3757
0005503419;BRIDOR;2019;971;0
0006401046;SOCIETE DU PIPELINE SUD-EUROPEEN;2019;;729400
0006600526;GRAP'SUD;2019;;73000
0007000519;3M FRANCE;2019;22236;
0005101916;Mersen (ex CARBONE LORRAINE);2019;78655;
0005206070;COMMUNAUTE DE COMMUNES DE ST LOUBES;2019;;103667
0006206174;SAS GRANULATS VICAT;2019;;0
0007001099;JOKEY FRANCE;2019;5114;
0007003642;VANDEPUTTE;2019;5909;
0006601281;SAIPOL;2019;;138671
0006303452;ARETZIA;2019;;11170
0006601671;ANETT DIX;2019;34313;
0010000458;THERMOCOLOR  CENTRE;2019;4444;1694
0007000778;MAXAM TAN;2019;0;1827497
0005208490;Syndicat Mixte Bil Ta Garbi (Batz);2019;375;0
0006301049;ARC EN CIEL;2019;26169;
0006406571;BIOTECHNA;2019;1347;
0006000382;JELD WEN;2019;1255;
0006103058;DELTA SACS;2019;2580;
0006103607;FIA FAB.INSIGNES ARTISTIQUES;2019;3;
0006504240;NIPPON PAINT AUTOMOTIVE FRANCE;2019;1812;
0005211416;TORAY CARBON FIBERS EUROPE SA;2019;161063;
0005208258;Syndicat Mixte Bil Ta Garbi;2019;;4139
0054400333;VIOL - CASTEL VIANDES;2019;104549;0
0010000006;INVEHO-UFO (ex ATELIERS D'ORVAL);2019;355;
0006102312;CANSON SAS;2019;;411646
0010003781;TI GROUP AUTOMOTIVE SYSTEMS;2019;1796;7836
0010600290;METALDYNE;2019;2574;
0005100749;ZEHNDER GROUP;2019;6540;
0006802180;Forges de Niaux;2019;;506016
0005510994;SBVPU;2019;;11521
0005303520;SOCIETE DES MATERIAUX CAENNAIS;2019;;103570
0005802394;NORMANDY COATING;2019;;108173
0010001581;SHISEIDO;2019;22521;
0005803901;PATISSERIE PASQUIER SAINT VALERY;2019;45887;
0053500596;TENDRIADE;2019;;205105
0005401176;MALTERIES FRANCO BELGES - SOUFFLET;2019;;318461
0006103400;SAFRAN AEROTECHNICS;2019;;192
0009000322;GSBdD BMA / pôle de Mérignac;2019;;465380
0022100003;Distillerie Rhumeries Agri de M- Galante;2019;;12021
0009079001;UDEP-BELFORT;2019;;9596029
0005601473;COVIAL SA;2019;57048;
0005501955;BRETAGNE CHROME SA;2019;10603;
0010001132;FEDERAL MOGUL OPERATIONS FRANCE;2019;4716;80737
0005202084;CURIA FRANCE;2019;39108;
0006104665;METAL X;2019;;10224
0010001418;DELPHARM (ex FAMAR);2019;71479;
0005401301;DAVEY BICKFORD;2019;511;26093
0006401321;CONSERVES FRANCE;2019;;178847
0058500277;SECANIM CENTRE SAS;2019;;0
0005500723;MAKFROID 1 (Terre plein Ouest);2019;5001;0
0006700372;SEW USOCOME;2019;14861;
0007100088;Brasseries de Bourbon;2019;113879;
0007000968;AIR LIQUIDE FRANCE INDUSTRIE (ALFI);2019;20226;
0009069917;EDF - Site de Creys-Malville;2019;;2573797
0005600408;GOODYEAR DUNLOP TIRES FRANCE;2019;2050;0
0005702770;PARCHIMY;2019;14152;
0006104017;GAMBRO INDUSTRIE;2019;123855;17249
0006301481;VAUBERNIER;2019;;0
0005401506;REINE DE DIJON SAS;2019;747;46876
0007000575;DICKSON CONSTANT;2019;50408;
0007000766;POLYCHIM Industrie SAS;2019;6370;
0006505086;VERMILLON REP;2019;;125
0006400001;ALTEO GARDANNE;2019;;2250126
0007005267;BIONEXT;2019;54061;
0006200244;FROMAGERIES DE BLÂMONT;2019;;43823
0006506561;SNCF TECHNICENTRE PARIS RIVE GAUCHE;2019;18644;
0005200028;EURENCO SA;2019;;471212
0054200210;REVILLON CHOCOLATIER;2019;13228;
0005401044;LAGUILLAUMIE;2019;65484;
0005800699;COOPER STANDARD FRANCE Etb LILLEBONNE;2019;2052;546770
0006201722;AIR LIQUIDE FRANCE INDUSTRIE (ALFI);2019;;28091
0006301225;DIRICKX INDUSTRIES;2019;;5382
0006400301;LABORATOIRE ELAIAPHARM;2019;5190;
0006801192;SOC DES ETS RESCANIERES;2019;;71620
0005600797;SAS CHEMVIRON FRANCE;2019;;112896
0006503095;SUEZ RV IDF;2019;0;416
0009000300;13 RG;2019;273013;
0006103213;SERGE FERRARI SAS;2019;0;
0005200361;SIAP-SARP INDUSTRIES AQUITAINE PYRENEES;2019;;74919
0005600419;ROCKWOOL FRANCE SAS;2019;0;0
0006101989;KEM ONE;2019;;819552
0006700847;BESTFOODS FRANCE Industries;2019;261466;
0006301102;ELECTROPOLI France;2019;;6007
0053800656;BIOMERIEUX;2019;3779;
0005701961;Michelin MFPM;2019;14112;819655
0007005385;BERGUES LIANTS;2019;10032;
0006208315;GRANULATS VICAT MONCEL;2019;;0
0006700459;RUBIS TERMINAL;2019;804;16696
0005403143;SOSEMAT;2019;0;69700
0006102870;WINOA;2019;;262634
0005701147;SAS T2i;2019;;2394
0007001187;GALLOO FRANCE Division Halluin;2019;;115709
0005101072;REGEAL;2019;;43408
0006702686;TRONOX FRANCE SAS;2019;;979888
0007002413;OPALE ENVIRONNEMENT (CET);2019;;10081
0006500137;SIBELCO France;2019;;0
0007000829;FRANCAISE DE MECANIQUE;2019;153052;
0003801489;AOPLI Association d'Organisation de Producteurs de Légumes d'Industrie;2019;;219902
0007201539;SOCIETE FROMAGERIES LESCURE;2019;;182748
0005701128;PSA AUTOMOBILES SA;2019;0;62379
0005104765;BIGARD FLIXECOURT;2019;49303;0
0005301114;DIEUZY FRERES;2019;52230;
0018300011;CARRIERE VAILLS SAS LES SABLONS - ISDI;2019;0;
0007000830;Peugeot Citroën Mécanique du Nord Ouest SNC;2019;;40053
0058600464;Les fromageries Saint-Saviol;2019;;155952
0009000362;DGA EM Saint-Jean-D'Illiac;2019;;332
0006807581;HYDRO BUILDING SYSTEMS  (TS et peinture);2019;0;14313
0006102837;TECUMSEH CESSIEU SAS;2019;;18430
0006503709;LCPP LABO CENTRAL PREF POLICE;2019;133;
0007002319;DELIFRANCE SA;2019;11862;
0053501906;COOPERL ARC ATLANTIQUE;2019;;373034
0007300023;Carrière SAULI et Cie et concassage;2019;0;
0006104781;ELIS ALPES;2019;42828;
0010800138;AD ORELEC;2019;17090;
0011000005;TEINTURES ET APPRETS DANJOUX;2019;129120;
0006401338;GROUPE BIGARD;2019;36859;
0007001034;SNCF - TECHNICENTRE D'HELLEMMES;2019;14137;
0006102810;COPAL;2019;24578;0
0006002919;DECHETTERIE (Limoges ZI Sud);2019;;4613
0050100832;BRESSOR SA;2019;;391971
0052903106;AQUADIS NATURELLEMENT;2019;;448671
0006501812;AGRANA FRUITS FRANCE (ex ATYS);2019;110099;
0005800902;PEINTURES SAFE;2019;;709
0006202170;NESTLE WATERS SUPPLY EST Contrexéville;2019;272892;87625
0006301730;YOPLAIT PRODUCTION FRANCE;2019;537767;
0005800627;IKOS ENVIRONNEMENT;2019;;13120
0005800419;CONNECTEURS ELECTRIQUES DEUTSCH;2019;1032;0
0053100315;RECAPE S.A SCOP;2019;1390;
0005107246;ADDICOLOR;2019;1012;
0006102364;OI FRANCE SAS;2019;8008;
0006301613;FLEURY MICHON LS;2019;;63157
0016300219;AQUAMARK SAS;2019;;3952
0010002647;SMB;2019;0;
0005201906;AQUITAINE LEGUMES SURGELES SAS;2019;;124905
0006102715;GERFLOR PROVENCE SNC;2019;51474;
0006808355;VEOLIA EAU (ex CGE);2019;12999;
0007000492;Cartonneries de Gondardenne;2019;;216678
0005501866;GREENYARD FROZEN FRANCE (ex CGS);2019;;0
0009076401;STEP - Pont de l'aveugle;2019;;7420100
0005600245;FAREVA LA VALLEE;2019;;64101
0010000555;INDRAERO SIREN SAS;2019;;1175
0006506043;CYDEC - Groupe PAPREC (ex CGECP );2019;34601;
0007404691;GALION;2019;293;
0028400115;CHATEAU BLANC;2019;;27498
0006304426;NAVAL Group;2019;12383;
0030100027;SDOMODE;2019;;4843
0025300014;CREUSOT MONTCEAU RECYCLAGE;2019;8225;
0005205148;Les Docks Pétroliers d'Ambès (DPA);2019;;8767
0005901430;LISI AUTOMOTIVE FORMER Prépa Matière;2019;;13991
0006802477;SNAM STE NOUVELLE D'AFFINAGE DES METAUX;2019;;456
0005402869;VALLOUREC UMBILICALS VU1 (ancien);2019;1188;0
0058500614;SAVIC;2019;;31797
0006103265;VICAT - PAPETERIES DE VIZILLE;2019;;1096583
0007001142;FINDUS France (SA);2019;45782;
0010001118;ORANGINA SUNTORY FRANCE PROD;2019;;417338
0005101699;LACTINOV  (ex-SFPL);2019;451632;
0006700008;QUARTZ DE HAGUENAU;2019;;0
0005900890;SOCIETE FROMAGERE DE LONS LE SAUNIER;2019;71241;
0050100111;COMPAGNIE ABATTAGE de BOURG EN BRESSE;2019;10756;
0006301446;FRAMATOME;2019;0;79909
0005102332;TECHNINAT - UO de Longueau;2019;767;
0024600028;INDUSTEEL FRANCE site du Creusot (Secteur Creusot);2019;;206502
0005900162;PAPETERIE ZUBER RIEDER;2019;;532761
0005905572;MCPP CLERVAL;2019;174;0
0005201026;SMICOTOM;2019;;16716
0006802120;Société Gaïa;2019;0;0
0006102152;CARRIER SCS;2019;21979;5265
0006202068;MUNKSJÖ ARCHES;2019;;2512743
0005500149;LOUDEAC VIANDES;2019;163932;
0005201642;Usine DRT Vielle-Saint-Girons;2019;1508;
0005301971;AUCHAN FRANCE;2019;14000;
0006105209;PIROUX TRAITEMENT DE SURFACES;2019;;233
0005900534;NESTLE FRANCE;2019;23200;0
0010500010;BARRIOL ET DALLIERE INDUSTRIES SAS;2019;882;
0005200256;EPG;2019;0;30515
0006600911;SUEZ RV OSIS SUD-EST (ex SRA SAVAC);2019;1822;
0006603594;Sictom Pezenas-Agde;2019;;0
0006101563;GRANULATS VICAT;2019;;0
0007000743;DASSAULT AVIATION;2019;149;
0006400874;FIBRE EXCELLENCE PROVENCE;2019;;14494200
0057201662;LDC;2019;544170;
0005800285;CEMEX GRANULATS;2019;0;0
0007003839;VM BUILDING SOLUTIONS SAS (ex UMICORE);2019;27229;
0006301171;SARREL;2019;;96516
0005701475;O-I FRANCE SAS;2019;62727;36000
0009069934;EDF - CNPE de Saint-Laurent-des-Eaux;2019;;75531376
0005503651;KERMENE;2019;57542;
0005601778;COVED SA;2019;7902;
0005401252;FPT POWERTRAIN TECHNOLOGIES FRANCE SA;2019;;113244
0007000776;PRODUITS CHIMIQUES DE LOOS;2019;;4340150
0005105346;GALLOO chauny ex JOUVE RECYCLAGE;2019;;3481
0010400104;NOVAPEX;2019;209972;8841691
0007101623;POINT NET;2019;800;
0005504579;VERGERS DE CHATEAUBOURG SAS;2019;;239808
0005500440;IDEX ENVIRONNEMENT BRETAGNE( SARL);2019;37697;
0053503229;KERVALIS;2019;;92858
0006200104;Brasserie Champigneulles;2019;599680;
0006304150;CET ENVIRONNEMENT;2019;210070;210070
0006502212;CEMEX GRANULATS;2019;;11
0005801437;SIBELCO GREEN SOLUTIONS;2019;;15200
0005502480;SA LE ROUX;2019;;372503
0006100956;BUDILLON RABATEL;2019;0;0
0010100227;ORAPI;2019;7365;
0006509507;SUEZ RV Ile-de-France;2019;;4692
0005101189;BIGARD SA;2019;74658;
0005901916;SOCIETE DES CARRIERES DE L'EST;2019;;73000
0009073404;STEP - SETE;2019;6402579;
0005800357;TOTAL RAFFINAGE FRANCE;2019;;3992862
0006301216;FROMAGERIES PERREAULT;2019;;636117
0005302771;TITAN FRANCE;2019;;8825
0024900084;TECHNICENTRE BOURGOGNE FRANCHE COMTE;2019;3430;
0005701711;ALUMINIUM FERRI;2019;4040;
0006301300;ARJO WIGGINS SAS- papeterie;2019;;697750
0005800388;DRESSER RAND;2019;22897;
0006103860;SPICER FRANCE;2019;3565;
0007100515;Chane Hive;2019;14384;
0006200539;SAINT GOBAIN PAM;2019;;3331037
0005200264;Société Pétrolière du Bec d'Ambès (SPBA);2019;;445400
0007000635;BEFESA  VALERA SAS;2019;;25876
0006201117;CONTINENTAL FRANCE SNC;2019;141452;172271
0005100317;SKRETTING;2019;12470;
0006103253;AHLSTROM BRIGNOUD SA;2019;;727136
0007100079;SRPP Depot d'hydrocarbures;2019;;28526
0005302298;BUHLER FONTAINE CONDITIONNEMENT;2019;548;0
0006204828;RESOLEST;2019;;0
0005800576;LINCOLN ELECTRIC FRANCE;2019;;57810
0006301936;CHU (plateau technique);2019;19927;
0009069940;EDF - CNPE de FESSENHEIM;2019;;2251537410
0006502209;CALCAIRES DE LA BRIE;2019;;0
0009078303;STATION D'EPURATION AMPHORA PONT DE LA CLUE;2019;;5355143
0007002953;DRAKA COMTEQ FRANCE;2019;69220;
0006104749;IDEX Environnement;2019;7868;
0005305768;NAVAL GROUP (ex DCNS);2019;31086;
0006700082;QUARTZ D'ALSACE;2019;;1839487
0007004279;Galloo France Division Oost Cappel;2019;;6133
0006301447;CHRISTEYNS FRANCE;2019;30;
0005502142;MICHELIN  Vannes;2019;1035;153180
0006401104;SCA LOUERION TERRE D'ALLIANCE;2019;;2558
0005201789;SIVOM des cantons du pays de Born;2019;;4672
0010100155;CA HAUT BUGEY;2019;67577;
0005501256;FILET BLEU;2019;12827;
0006405545;SCA TERRES D'AVIGNON;2019;2139;
0007001591;N.V BISCUITS DELACRE SA;2019;17120;
0007405094;SPECITUBES;2019;1995;0
0005101157;AmphastarFrance Pharmaceuticals;2019;;26516
0010400068;EDF ENR PWT;2019;185553;
0057201665;CHARAL;2019;;335535
0053503232;SOCIETE VITREENNE D ABATTAGE;2019;11451;
0007402356;MAJ;2019;95731;
0005200359;SAIPOL SA;2019;;77774
0005105839;SYNTHOMER (ex HEXION MOMENTIVE);2019;;124045
0006301260;SVPM;2019;;2426
0057201034;LDC;2019;;249322
0005500110;LDC BRETAGNE;2019;;110541
0010005898;BS ENVIRONNEMENT;2019;3969;
0005105241;COFELY GDF SUEZ;2019;42340;
0010000765;SYNTHRON;2019;;232104
0005401220;VERALLIA FRANCE;2019;5359;191006
0005300307;VEOLIA RECYCLAGE VALORISATION NORMANDIE;2019;2724;
0010001471;DEPOTS DE PETROLE D'ORLEANS;2019;;30000
0010004102;PLOUX Frères;2019;0;
0006102463;JINWANG EUROPE (ex OCM);2019;;33380
0006700632;KRONENBOURG SUPPLY COMPANY SAS;2019;;2162972
0005600136;QUALIPAC AURILLAC;2019;98;72737
0006802481;ORANO Mining;2019;;259912
0018200019;QRO Centre de Lavage Poids Lourds;2019;10036;
0006104379;ARKEMA USINE DE LA CHAMBRE;2019;;11052309
0006600407;Ets LAZARD;2019;;1
0005800545;MANOIR INDUSTRIES;2019;;403757
0010001287;LEROY SOMER;2019;607;14576
0005400147;GSM BOURGOGNE;2019;;5100
0006511124;APERAM ALLOYS RESCAL SA;2019;8726;0
0006108774;CERDIA FRANCE SAS;2019;179998;8301021
0007002997;CENTRE HOSPITALIER DOUAI;2019;119109;
0005701254;FREUDENBERG SEALING TECHNOLOGIE S.A.S.;2019;837;2720
0006702132;CAVE COOPERATIVE VINICOLE DE TURCKHEIM;2019;8274;
0006401076;Air Liquide France Industrie;2019;;161237
0006600803;UNION DES DISTILLERIES DE LA MEDITERRANE;2019;;0
0010001801;VALCANTE - Nouvelle UIOM;2019;;0
0005512875;COMMUNAUTE COM DE BELLE ILE EN MER;2019;3484;
0006200938;VALTRIS ENTERPRISES FRANCE SAS;2019;;246445
0006503249;SUEZ EAU FRANCE FRANCE;2019;142310;
0006108372;Groupe SCAPA FRANCE;2019;4421;0
0006802269;SAS HYDRO EXTRUSION ALBI;2019;19508;
0006100511;SOCIETE RIVASI;2019;0;0
0005503337;LES PECHERIES D ARMORIQUE;2019;10699;
0005302845;ATOS;2019;;1367
0053500772;CORNILLE SAS;2019;;46042
0005500107;COOPERL ARC ATLANTIQUE;2019;424830;22497
0005900518;UNAP ADAPEI;2019;31072;0
0005702103;PETIT BATEAU;2019;84818;
0005100497;LES FROMAGERS DE THIERACHE;2019;465639;
0010004585;SWISS KRONO;2019;0;82346
0006302488;PATISSERIE PASQUIER CERQUEUX;2019;;36523
0005500302;PRODHYNET (S.A.);2019;74;
0006700403;ROSSMANN Sainte-Croix-aux-Mines;2019;;43080
0007100060;COMPAGNIE LAITIERE DES MASCAREIGNES;2019;347274;
0005800377;SOCIETE NATIONALE D'EXPLOITATION INDUSTRIELLE DES TABACS ET ALLUMETTES;2019;;3367
0006412682;MOTA SASU;2019;19636;
0005202525;VERMILION REP S.A.S.;2019;;1884
0005101473;HUTTENES ALBERTUS FRANCE;2019;;154097
0005202615;Pyrenefrom;2019;;115700
0005201616;SOLEAL SAS;2019;;241129
0005701747;RVA;2019;0;0
0010008017;LEVY BAMBOKA;2019;;2506
0005901072;GALVANOPLAST;2019;;63446
0006601574;GIE CHIMIE SALINDRES;2019;;622651
0006600432;SANOFI-CHIMIE;2019;;527298
0005803829;GRANDE PAROISSE SA;2019;;402042
0055603725;SOLEVAL FRANCE;2019;43501;
0005401104;EUROSERUM;2019;871137;
0005207042;BTVA;2019;;37
0006506498;VALO'MARNE (EX CIE);2019;98058;
0006104270;SNCF - TECHNICENTRE RHONE ALPES;2019;7008;
0006503465;ALPA ACIERIES LAMINOIRS PARIS;2019;;56230
0005101668;ARKEMA;2019;14033;
0005104688;EURIAL ULTRA FRAIS (SENAGRAL / SENOBLE);2019;;310886
0054100102;AFFINITY LA CHAPELLE;2019;;19228
0006303438;INITIAL SERVICES TEXTILES;2019;;52173
0006203939;L'ANHYDRITE LORRAINE;2019;;246500
0006506384;GE STEAM POWER SERVICE;2019;500;0
0006803824;EUROSERUM;2019;157196;
0007004217;JEUMONT ELECTRIC - Groupe ALTAWEST;2019;;49690
0053501304;SOCIETE LAITIERE DE L'HERMITAGE;2019;;460248
0006306635;BRIDOR SAS;2019;0;0
0005517152;Laboratoires GOEMAR;2019;9720;
0050100813;BOEHRINGER INGELHEIM SANTE ANIMALE;2019;17217;
0052900635;BIOCEVAL;2019;60765;0
0005502532;IMERYS;2019;;0
0005100378;ANODEL;2019;27198;27198
0005900275;SOTREFI;2019;18665;
0006506261;COCA COLA EUROPEAN PARTNERS FRANCE;2019;72859;
0005501874;LE COMTE;2019;;105
0006103135;PATURLE ACIERS;2019;2673;50781
0007005666;LEROY FISHCUT;2019;15593;
0007000627;LIONOR S.A.;2019;;76650
0006700691;HAGER ELECTRO;2019;24221;
0006802433;ZINCAL SARL;2019;;3142
0005201604;SERETRAM;2019;;392554
0057201663;LDC;2019;343000;
0005703186;MONIER SA;2019;;0
0010000138;DENIS;2019;;322
0058200071;CODEVIA;2019;28303;
0054401527;DELABLI - Division DELPIERRE;2019;92761;
0009076802;STEP - MULHOUSE;2019;;20887696
0006103856;IFP ENERGIES NOUVELLES ETS DE LYON;2019;;251183
0006401003;GCA LOGISTICS MARSEILLE;2019;4471;
0006506733;MAJ ELIS;2019;44463;
0054000231;Delmas Poissons et Marée;2019;;74572
0056401304;LINDT ET SPRUNGLI SAS;2019;46887;
0005701472;ARCELORMITTAL CENTRES DE SERVICES;2019;;16857
0006201002;ARS INDUSTRIES SAS;2019;;1032
0006600562;OWENS-CORNING FIBERGLAS;2019;;216538
0006100900;BUDILLON-RABATEL;2019;0;0
0006404923;Air Liquide France Industrie;2019;;22151
0006501169;TOTAL Raffinage France;2019;;838810
0005800305;TOURRES ET CIE;2019;17000;
0010300109;VALRHONA;2019;10596;
0006601744;SA des EAUX MINERALES d'EVIAN;2019;17068;
0005202602;SIAP / PROCINER;2019;89455;
0006104577;HACER TRAITEMENTS DE SURFACE;2019;;116136
